Date,x,y,hr,zScore,numUnits,cum rets
2022-02-16 00:00:00-05:00,324.9197998046875,145.85000610351562,-0.445665006567701,1.104,-1.0,1.0074054740808276
2022-02-17 00:00:00-05:00,314.3948974609375,138.22000122070312,-0.44500678750386974,0.116,-1.0,1.0172300326522143
2022-02-18 00:00:00-05:00,312.7104797363281,134.9499969482422,-0.4436780116385102,-0.637,0.0,1.0249207907395756
2022-02-22 00:00:00-05:00,312.642333984375,135.2100067138672,-0.4425320562718994,-0.391,0.0,1.0249207907395756
2022-02-23 00:00:00-05:00,304.9019775390625,140.8800048828125,-0.444082990855954,2.415,-1.0,1.0249207907395756
2022-02-24 00:00:00-05:00,307.8326110839844,149.0399932861328,-0.4475211053909507,3.454,-1.0,1.0046971223595875
2022-02-25 00:00:00-05:00,314.00543212890625,152.92999267578125,-0.45102121532688416,2.94,-1.0,1.004600439761788
2022-02-28 00:00:00-05:00,307.6865539550781,151.42999267578125,-0.4546113611235906,2.587,-1.0,1.0037583458369403
2022-03-01 00:00:00-05:00,303.1397705078125,150.52999877929688,-0.45824123318927384,2.301,-1.0,1.0035280160019815
2022-03-02 00:00:00-05:00,309.9356384277344,157.4600067138672,-0.4626762314876961,2.436,-1.0,0.9954136167927466
2022-03-03 00:00:00-05:00,310.539306640625,153.94000244140625,-0.4656217971699435,1.501,-1.0,1.0112041905442617
2022-03-04 00:00:00-05:00,305.8756103515625,154.69000244140625,-0.46914261414508474,1.679,-1.0,1.0050182318473009
2022-03-07 00:00:00-05:00,296.9765930175781,150.39999389648438,-0.4723421551456703,1.422,-1.0,1.0086831177007907
2022-03-08 00:00:00-05:00,293.66632080078125,145.8000030517578,-0.4743707728531979,0.804,-1.0,1.0214227206008695
2022-03-09 00:00:00-05:00,301.26068115234375,150.88999938964844,-0.4766524717433596,0.881,-1.0,1.018705899335769
2022-03-10 00:00:00-05:00,301.3579406738281,149.4600067138672,-0.4782980288915895,0.537,-1.0,1.025423408409847
2022-03-11 00:00:00-05:00,303.3636474609375,144.91000366210938,-0.4781331142996659,-0.327,0.0,1.044251292530566
2022-03-14 00:00:00-04:00,299.5664978027344,139.16000366210938,-0.4767649951853841,-0.856,0.0,1.044251292530566
2022-03-15 00:00:00-04:00,307.8910217285156,142.5,-0.4753084013471692,-0.913,0.0,1.044251292530566
2022-03-16 00:00:00-04:00,316.3421325683594,150.50999450683594,-0.47518891759537496,-0.306,0.0,1.044251292530566
2022-03-17 00:00:00-04:00,311.0748291015625,153.32000732421875,-0.4767022957723734,0.428,0.0,1.044251292530566
2022-03-18 00:00:00-04:00,315.4074401855469,158.8699951171875,-0.4791473956463819,0.833,0.0,1.044251292530566
2022-03-21 00:00:00-04:00,315.9429626464844,157.1999969482422,-0.4807968501320516,0.378,0.0,1.044251292530566
2022-03-22 00:00:00-04:00,318.8346252441406,160.1999969482422,-0.4827537512620624,0.508,0.0,1.044251292530566
2022-03-23 00:00:00-04:00,312.04840087890625,157.2899932861328,-0.4846388541581796,0.428,0.0,1.044251292530566
2022-03-24 00:00:00-04:00,316.71209716796875,162.1199951171875,-0.4871116375605991,0.702,0.0,1.044251292530566
2022-03-25 00:00:00-04:00,319.068359375,158.83999633789062,-0.488037179425234,-0.207,0.0,1.044251292530566
2022-03-28 00:00:00-04:00,322.0184020996094,162.47000122070312,-0.4894959948506993,0.081,0.0,1.044251292530566
2022-03-29 00:00:00-04:00,331.7060241699219,165.97000122070312,-0.4904504573061519,-0.25,0.0,1.044251292530566
2022-03-30 00:00:00-04:00,329.5348205566406,163.30999755859375,-0.4908292186903871,-0.598,0.0,1.044251292530566
2022-03-31 00:00:00-04:00,328.3372497558594,164.4600067138672,-0.49167011631827573,-0.325,0.0,1.044251292530566
2022-04-01 00:00:00-04:00,331.6573486328125,165.6300048828125,-0.49229972139129047,-0.477,0.0,1.044251292530566
2022-04-04 00:00:00-04:00,335.3863220214844,167.11000061035156,-0.49275849050222953,-0.588,0.0,1.044251292530566
2022-04-05 00:00:00-04:00,333.77984619140625,163.4499969482422,-0.49233644705711255,-1.097,0.0,1.044251292530566
2022-04-06 00:00:00-04:00,331.2873840332031,161.85000610351562,-0.4918336555557829,-1.112,0.0,1.044251292530566
2022-04-07 00:00:00-04:00,332.757568359375,163.1300048828125,-0.4915395497459052,-0.999,0.0,1.044251292530566
2022-04-08 00:00:00-04:00,329.98272705078125,158.24000549316406,-0.49026266370741695,-1.62,1.0,1.044251292530566
2022-04-11 00:00:00-04:00,318.6398620605469,153.74000549316406,-0.48939478002411685,-1.371,1.0,1.0485703397992971
2022-04-12 00:00:00-04:00,318.1141357421875,153.3699951171875,-0.48857955395245234,-1.265,1.0,1.0490451296261512
2022-04-13 00:00:00-04:00,317.94805908203125,155.7899932861328,-0.4885623343468424,-0.728,1.0,1.057101682837444
2022-04-14 00:00:00-04:00,311.9718017578125,149.8000030517578,-0.4876692862897883,-1.216,1.0,1.0478560750940669
2022-04-18 00:00:00-04:00,306.2395324707031,150.61000061035156,-0.4878893125906414,-0.459,1.0,1.0596488113728444
2022-04-19 00:00:00-04:00,313.04595947265625,155.6199951171875,-0.48860225513388017,-0.102,1.0,1.064399772850727
2022-04-20 00:00:00-04:00,316.0732116699219,157.1300048828125,-0.4892681272381649,-0.074,1.0,1.0638237899248528
2022-04-21 00:00:00-04:00,314.7450866699219,151.86000061035156,-0.48852017613240273,-1.08,1.0,1.049476591513655
2022-04-22 00:00:00-04:00,303.5052490234375,148.07000732421875,-0.4883138736762048,-0.603,1.0,1.0554288423337423
