Date,x,y,hr,zScore,numUnits,cum rets
2022-03-10 00:00:00-05:00,105.00579071044922,281.0899963378906,-2.5843548064901576,0.16,0.0,1.0
2022-03-11 00:00:00-05:00,103.74909973144531,279.8299865722656,-2.592270167706624,0.317,0.0,1.0
2022-03-14 00:00:00-04:00,103.96776580810547,273.9599914550781,-2.594688867926165,-0.842,0.0,1.0
2022-03-15 00:00:00-04:00,104.281494140625,279.5899963378906,-2.5999883657603413,-0.126,0.0,1.0
2022-03-16 00:00:00-04:00,106.41104125976562,288.1199951171875,-2.607522921211114,0.24,0.0,1.0
2022-03-17 00:00:00-04:00,110.76521301269531,290.0400085449219,-2.6074052818620794,-1.383,0.0,1.0
2022-03-18 00:00:00-04:00,113.71236419677734,298.3500061035156,-2.606869824770861,-1.19,0.0,1.0
2022-03-21 00:00:00-04:00,110.94583129882812,296.7200012207031,-2.6106119145914426,-0.291,0.0,1.0
2022-03-22 00:00:00-04:00,112.69511413574219,300.45001220703125,-2.6138860007068203,-0.481,0.0,1.0
2022-03-23 00:00:00-04:00,110.15676879882812,289.4800109863281,-2.6135100990648814,-1.154,0.0,1.0
2022-03-24 00:00:00-04:00,111.05992126464844,296.239990234375,-2.616094363467526,-0.487,0.0,1.0
2022-03-25 00:00:00-04:00,110.82225799560547,295.4200134277344,-2.618648707104658,-0.553,0.0,1.0
2022-03-28 00:00:00-04:00,113.00885772705078,296.6600036621094,-2.6175733313695,-1.228,0.0,1.0
2022-03-29 00:00:00-04:00,115.40458679199219,306.4200134277344,-2.6188148304152588,-0.644,0.0,1.0
2022-03-30 00:00:00-04:00,114.35882568359375,301.54998779296875,-2.618602267003248,-0.962,0.0,1.0
2022-03-31 00:00:00-04:00,112.76166534423828,297.4599914550781,-2.6183128614799234,-0.929,0.0,1.0
2022-04-01 00:00:00-04:00,110.38493347167969,299.4599914550781,-2.624226913277395,0.26,0.0,1.0
2022-04-04 00:00:00-04:00,112.89476013183594,300.2900085449219,-2.6260174545038453,-0.676,0.0,1.0
2022-04-05 00:00:00-04:00,111.26908874511719,297.5299987792969,-2.6283228620796235,-0.431,0.0,1.0
2022-04-06 00:00:00-04:00,108.64517211914062,294.6300048828125,-2.6335026923485914,0.196,0.0,1.0
2022-04-07 00:00:00-04:00,109.66240692138672,294.75,-2.636662304932843,-0.258,0.0,1.0
2022-04-08 00:00:00-04:00,108.60713958740234,299.67999267578125,-2.6451484182374494,1.083,0.0,1.0
2022-04-11 00:00:00-04:00,106.23040771484375,288.7900085449219,-2.6500893955917033,0.136,0.0,1.0
2022-04-12 00:00:00-04:00,106.30646514892578,289.4700012207031,-2.6546045905456306,0.163,0.0,1.0
2022-04-13 00:00:00-04:00,107.49482727050781,295.3699951171875,-2.6607975536563107,0.68,0.0,1.0
2022-04-14 00:00:00-04:00,105.82160186767578,298.1000061035156,-2.6721550846592232,2.057,-1.0,1.0
2022-04-18 00:00:00-04:00,105.11808776855469,299.0400085449219,-2.6853774765494896,2.245,-1.0,0.9975401081107277
2022-04-19 00:00:00-04:00,107.61841583251953,306.3500061035156,-2.6982251975474805,1.905,-1.0,0.998858929298745
2022-04-20 00:00:00-04:00,109.02544403076172,310.010009765625,-2.709867363993288,1.518,-1.0,1.001180767912107
2022-04-21 00:00:00-04:00,107.64694213867188,304.760009765625,-2.7192503319736074,0.976,-1.0,1.0054060052051952
2022-04-22 00:00:00-04:00,105.05154418945312,293.3299865722656,-2.7242735028140537,-0.006,-1.0,1.0138615989929494
2022-04-25 00:00:00-04:00,107.24765014648438,298.20001220703125,-2.727536386864346,-0.409,0.0,1.016337729180445
2022-04-26 00:00:00-04:00,104.57620239257812,287.4800109863281,-2.727696164007082,-1.155,0.0,1.016337729180445
2022-04-27 00:00:00-04:00,104.10086059570312,288.7799987792969,-2.7294760637767,-0.58,0.0,1.016337729180445
2022-04-28 00:00:00-04:00,105.18464660644531,298.57000732421875,-2.7365733056372923,0.781,0.0,1.016337729180445
2022-04-29 00:00:00-04:00,104.32903289794922,290.54998779296875,-2.7393559211714917,-0.521,0.0,1.016337729180445
2022-05-02 00:00:00-04:00,106.29694366455078,290.0400085449219,-2.7368438974332805,-1.69,1.0,1.016337729180445
2022-05-03 00:00:00-04:00,106.27793884277344,281.1300048828125,-2.727058969135493,-2.839,1.0,1.0026447904459383
2022-05-04 00:00:00-04:00,108.5691146850586,280.05999755859375,-2.711570414878558,-3.154,1.0,0.9928326694819537
2022-05-05 00:00:00-04:00,103.38783264160156,259.54998779296875,-2.6916698813642883,-3.146,1.0,0.9846459240223824
2022-05-06 00:00:00-04:00,100.80194854736328,252.80999755859375,-2.6729238739487173,-2.512,1.0,0.9886861473022021
2022-05-09 00:00:00-04:00,97.63614654541016,239.32000732421875,-2.6517480602259105,-2.491,1.0,0.982744035005216
2022-05-10 00:00:00-04:00,96.24813842773438,246.00999450683594,-2.639905471379091,-1.192,1.0,1.0057605409698955
2022-05-11 00:00:00-04:00,93.12035369873047,244.77000427246094,-2.635580907914689,-0.41,1.0,1.0208968684260353
2022-05-12 00:00:00-04:00,94.56539916992188,247.60000610351562,-2.631709600116813,-0.452,1.0,1.0196632746716119
2022-05-13 00:00:00-04:00,96.36222076416016,255.52000427246094,-2.6307245995128317,-0.1,1.0,1.0261191829588112
2022-05-16 00:00:00-04:00,96.27664947509766,253.42999267578125,-2.6286828054141687,-0.272,1.0,1.0228254326187916
2022-05-17 00:00:00-04:00,99.39493560791016,254.85000610351562,-2.621201991384395,-0.859,1.0,1.0111187940085051
