,s1,s2,p-value
7877,GEHC,TFC,0.0
9355,KVUE,NI,0.0
9354,KVUE,NFLX,0.0
9353,KVUE,NEM,0.0
9352,KVUE,NEE,0.0
9351,KVUE,NDSN,0.0
9350,KVUE,NDAQ,0.0
9349,KVUE,NCLH,0.0
9348,KVUE,MU,0.0
9347,KVUE,MTD,0.0
9346,KVUE,MTCH,0.0
9345,KVUE,MTB,0.0
9344,KVUE,MSI,0.0
9343,KVUE,MSFT,0.0
9342,KVUE,MSCI,0.0
9341,KVUE,MS,0.0
9340,KVUE,MRO,0.0
9339,KVUE,MRNA,0.0
9338,KVUE,MRK,0.0
9337,KVUE,MPWR,0.0
9336,KVUE,MPC,0.0
9335,KVUE,MOS,0.0
9334,KVUE,MOH,0.0
9333,KVUE,MO,0.0
9332,KVUE,MNST,0.0
9331,KVUE,MMM,0.0
9330,KVUE,MMC,0.0
9329,KVUE,MLM,0.0
9328,KVUE,MKTX,0.0
9327,KVUE,MKC,0.0
9356,KVUE,NKE,0.0
9326,KVUE,MHK,0.0
9357,KVUE,NOC,0.0
9359,KVUE,NRG,0.0
9388,KVUE,PFG,0.0
9387,KVUE,PFE,0.0
9386,KVUE,PEP,0.0
9385,KVUE,PEG,0.0
9384,KVUE,PEAK,0.0
9383,KVUE,PCG,0.0
9382,KVUE,PCAR,0.0
9381,KVUE,PAYX,0.0
9380,KVUE,PAYC,0.0
9379,KVUE,PARA,0.0
9378,KVUE,PANW,0.0
9377,KVUE,OXY,0.0
9376,KVUE,OTIS,0.0
9375,KVUE,ORLY,0.0
9374,KVUE,ORCL,0.0
9373,KVUE,ON,0.0
9372,KVUE,OMC,0.0
9371,KVUE,OKE,0.0
9370,KVUE,ODFL,0.0
9369,KVUE,O,0.0
9368,KVUE,NXPI,0.0
9367,KVUE,NWSA,0.0
9366,KVUE,NWS,0.0
9365,KVUE,NVR,0.0
9364,KVUE,NVDA,0.0
9363,KVUE,NUE,0.0
9362,KVUE,NTRS,0.0
9361,KVUE,NTAP,0.0
9360,KVUE,NSC,0.0
9358,KVUE,NOW,0.0
9389,KVUE,PG,0.0
9325,KVUE,MGM,0.0
9323,KVUE,MET,0.0
7648,GEHC,GM,0.0
7649,GEHC,GNRC,0.0
7650,GEHC,GOOG,0.0
7651,GEHC,GOOGL,0.0
7652,GEHC,GPC,0.0
7653,GEHC,GPN,0.0
7654,GEHC,GRMN,0.0
7655,GEHC,GS,0.0
7656,GEHC,GWW,0.0
7657,GEHC,HAL,0.0
7658,GEHC,HAS,0.0
7659,GEHC,HBAN,0.0
7660,GEHC,HCA,0.0
7661,GEHC,HD,0.0
7662,GEHC,HES,0.0
7663,GEHC,HIG,0.0
7664,GEHC,HII,0.0
7665,GEHC,HLT,0.0
7666,GEHC,HOLX,0.0
7667,GEHC,HON,0.0
7668,GEHC,HPE,0.0
7669,GEHC,HPQ,0.0
7670,GEHC,HRL,0.0
7671,GEHC,HSIC,0.0
7672,GEHC,HST,0.0
7673,GEHC,HSY,0.0
7674,GEHC,HUBB,0.0
7675,GEHC,HUM,0.0
7676,GEHC,HWM,0.0
7647,GEHC,GLW,0.0
9324,KVUE,META,0.0
7646,GEHC,GL,0.0
7644,GEHC,GILD,0.0
9322,KVUE,MDT,0.0
9321,KVUE,MDLZ,0.0
9320,KVUE,MCO,0.0
9319,KVUE,MCK,0.0
9318,KVUE,MCHP,0.0
9317,KVUE,MCD,0.0
9316,KVUE,MAS,0.0
9315,KVUE,MAR,0.0
9314,KVUE,MAA,0.0
9313,KVUE,MA,0.0
9312,KVUE,LYV,0.0
9311,KVUE,LYB,0.0
9310,KVUE,LW,0.0
9309,KVUE,LVS,0.0
9308,KVUE,LUV,0.0
9307,KVUE,LULU,0.0
9306,KVUE,LRCX,0.0
9305,KVUE,LOW,0.0
9304,KVUE,LNT,0.0
9303,KVUE,LMT,0.0
9302,KVUE,LLY,0.0
9301,KVUE,LKQ,0.0
9300,KVUE,LIN,0.0
9299,KVUE,LHX,0.0
9298,KVUE,LH,0.0
9297,KVUE,LEN,0.0
9296,KVUE,LDOS,0.0
9295,KVUE,L,0.0
7643,GEHC,GEN,0.0
7645,GEHC,GIS,0.0
7677,GEHC,IBM,0.0
9390,KVUE,PGR,0.0
9392,KVUE,PHM,0.0
9487,KVUE,VICI,0.0
9486,KVUE,VFC,0.0
9485,KVUE,V,0.0
9484,KVUE,USB,0.0
9483,KVUE,URI,0.0
9482,KVUE,UPS,0.0
9481,KVUE,UNP,0.0
9480,KVUE,UNH,0.0
9479,KVUE,ULTA,0.0
9478,KVUE,UHS,0.0
9477,KVUE,UDR,0.0
9476,KVUE,UBER,0.0
9475,KVUE,UAL,0.0
9474,KVUE,TYL,0.0
9473,KVUE,TXT,0.0
9472,KVUE,TXN,0.0
9471,KVUE,TTWO,0.0
9470,KVUE,TT,0.0
9469,KVUE,TSN,0.0
9468,KVUE,TSLA,0.0
9467,KVUE,TSCO,0.0
9466,KVUE,TRV,0.0
9465,KVUE,TROW,0.0
9464,KVUE,TRMB,0.0
9463,KVUE,TRGP,0.0
9462,KVUE,TPR,0.0
9461,KVUE,TMUS,0.0
7943,GEHC,ZTS,0.0
9459,KVUE,TJX,0.0
9488,KVUE,VLO,0.0
9458,KVUE,TGT,0.0
9489,KVUE,VMC,0.0
9491,KVUE,VRSN,0.0
9520,KVUE,ZBRA,0.0
9519,KVUE,ZBH,0.0
9518,KVUE,YUM,0.0
9517,KVUE,XYL,0.0
9516,KVUE,XRAY,0.0
9515,KVUE,XOM,0.0
9514,KVUE,XEL,0.0
9513,KVUE,WYNN,0.0
9512,KVUE,WY,0.0
9511,KVUE,WTW,0.0
9510,KVUE,WST,0.0
9509,KVUE,WRK,0.0
9508,KVUE,WRB,0.0
9507,KVUE,WMT,0.0
9506,KVUE,WMB,0.0
9505,KVUE,WM,0.0
9504,KVUE,WHR,0.0
9503,KVUE,WFC,0.0
9502,KVUE,WELL,0.0
9501,KVUE,WEC,0.0
9500,KVUE,WDC,0.0
9499,KVUE,WBD,0.0
9498,KVUE,WBA,0.0
9497,KVUE,WAT,0.0
9496,KVUE,WAB,0.0
9495,KVUE,VZ,0.0
9494,KVUE,VTRS,0.0
9493,KVUE,VTR,0.0
9492,KVUE,VRTX,0.0
9490,KVUE,VRSK,0.0
9391,KVUE,PH,0.0
9457,KVUE,TFX,0.0
9455,KVUE,TER,0.0
9421,KVUE,ROL,0.0
9420,KVUE,ROK,0.0
9419,KVUE,RMD,0.0
9418,KVUE,RL,0.0
9417,KVUE,RJF,0.0
9416,KVUE,RHI,0.0
9415,KVUE,RF,0.0
9414,KVUE,REGN,0.0
9413,KVUE,REG,0.0
9412,KVUE,RCL,0.0
9411,KVUE,QRVO,0.0
9410,KVUE,QCOM,0.0
9409,KVUE,PYPL,0.0
9408,KVUE,PXD,0.0
9407,KVUE,PWR,0.0
9406,KVUE,PTC,0.0
9405,KVUE,PSX,0.0
9404,KVUE,PSA,0.0
9403,KVUE,PRU,0.0
9402,KVUE,PPL,0.0
9401,KVUE,PPG,0.0
9400,KVUE,POOL,0.0
9399,KVUE,PODD,0.0
9398,KVUE,PNW,0.0
9397,KVUE,PNR,0.0
9396,KVUE,PNC,0.0
9395,KVUE,PM,0.0
9394,KVUE,PLD,0.0
9393,KVUE,PKG,0.0
9422,KVUE,ROP,0.0
9456,KVUE,TFC,0.0
9423,KVUE,ROST,0.0
9425,KVUE,RTX,0.0
9454,KVUE,TEL,0.0
9453,KVUE,TECH,0.0
9452,KVUE,TDY,0.0
9451,KVUE,TDG,0.0
9450,KVUE,TAP,0.0
9449,KVUE,T,0.0
9448,KVUE,SYY,0.0
9447,KVUE,SYK,0.0
9446,KVUE,SYF,0.0
9445,KVUE,SWKS,0.0
9444,KVUE,SWK,0.0
9443,KVUE,STZ,0.0
9442,KVUE,STX,0.0
9441,KVUE,STT,0.0
9440,KVUE,STLD,0.0
9439,KVUE,STE,0.0
9438,KVUE,SRE,0.0
9437,KVUE,SPGI,0.0
9436,KVUE,SPG,0.0
9435,KVUE,SO,0.0
9434,KVUE,SNPS,0.0
9433,KVUE,SNA,0.0
9432,KVUE,SLB,0.0
9431,KVUE,SJM,0.0
9430,KVUE,SHW,0.0
9429,KVUE,SCHW,0.0
9428,KVUE,SBUX,0.0
