,s1,s2,p-value
303,GEHC,REGN,0.0
306,GEHC,SBUX,0.0
307,GEHC,SIRI,0.0
308,GEHC,SNPS,0.0
309,GEHC,TEAM,0.0
310,GEHC,TMUS,0.0
311,GEHC,TSLA,0.0
312,GEHC,TTD,0.0
313,GEHC,TTWO,0.0
314,GEHC,TXN,0.0
315,GEHC,VRSK,0.0
316,GEHC,VRTX,0.0
317,GEHC,VRTX,0.0
305,GEHC,ROST,0.0
318,GEHC,WBA,0.0
320,GEHC,WBD,0.0
321,GEHC,WDAY,0.0
322,GEHC,XEL,0.0
323,GEHC,ZS,0.0
272,GEHC,KHC,0.0
271,GEHC,KDP,0.0
270,GEHC,ISRG,0.0
269,GEHC,ISRG,0.0
268,GEHC,INTU,0.0
267,GEHC,INTC,0.0
266,GEHC,ILMN,0.0
265,GEHC,ILMN,0.0
319,GEHC,WBA,0.0
279,GEHC,MDB,0.0
273,GEHC,KLAC,0.0
304,GEHC,ROP,0.0
280,GEHC,MDLZ,0.0
277,GEHC,MAR,0.0
281,GEHC,MELI,0.0
282,GEHC,META,0.0
283,GEHC,MNST,0.0
284,GEHC,MRNA,0.0
285,GEHC,MRNA,0.0
286,GEHC,MRVL,0.0
287,GEHC,MSFT,0.0
288,GEHC,MU,0.0
289,GEHC,NFLX,0.0
290,GEHC,NVDA,0.0
274,GEHC,LIN,0.0
291,GEHC,NXPI,0.0
293,GEHC,ON,0.0
294,GEHC,ORLY,0.0
295,GEHC,PANW,0.0
296,GEHC,PAYX,0.0
297,GEHC,PCAR,0.0
298,GEHC,PDD,0.0
299,GEHC,PEP,0.0
300,GEHC,PYPL,0.0
276,GEHC,LULU,0.0
301,GEHC,QCOM,0.0
275,GEHC,LRCX,0.0
302,GEHC,REGN,0.0
292,GEHC,ODFL,0.0
263,GEHC,IDXX,0.0
264,GEHC,IDXX,0.0
278,GEHC,MCHP,0.0
260,GEHC,GOOG,0.0
259,GEHC,GILD,0.0
258,GEHC,GILD,0.0
257,GEHC,GFS,0.0
262,GEHC,HON,0.0
261,GEHC,GOOGL,0.0
422,IDXX,MCHP,6.200627696440162e-05
538,NFLX,ORLY,7.24640599970122e-05
19,ABNB,LRCX,0.00029836470173460604
5,ABNB,AMD,0.0003188906496273848
420,HON,TSLA,0.0006702974990667202
324,GFS,GILD,0.0007669620502144452
6,ABNB,AVGO,0.001132425268636871
49,ADSK,COST,0.0011414225090941974
401,GOOG,GOOGL,0.001156647709527974
400,GOOG,GOOGL,0.001156647709527974
371,GFS,PEP,0.0013053798920547627
580,PYPL,WDAY,0.001475582749858249
531,MRNA,TTWO,0.0016301895711857562
486,LRCX,MAR,0.0016940217725439524
205,DASH,FAST,0.001699908345899836
88,AMAT,LIN,0.00172110269811499
80,AMAT,AVGO,0.0017556628311280937
81,AMAT,AVGO,0.0017556628311280937
577,PYPL,VRSK,0.0019252043638397507
213,DASH,NXPI,0.0019285945349944615
571,PYPL,ROP,0.0019744572075923858
17,ABNB,KLAC,0.0021336767234401
