,s1,s2,p-value
213,GEHC,TTWO,0.0
188,GEHC,MSFT,0.0
189,GEHC,MU,0.0
190,GEHC,NFLX,0.0
191,GEHC,NVDA,0.0
192,GEHC,NXPI,0.0
193,GEHC,ODFL,0.0
194,GEHC,ON,0.0
195,GEHC,ORLY,0.0
196,GEHC,PANW,0.0
197,GEHC,PAYX,0.0
198,GEHC,PCAR,0.0
199,GEHC,PDD,0.0
200,GEHC,PEP,0.0
201,GEHC,PYPL,0.0
202,GEHC,QCOM,0.0
204,GEHC,ROP,0.0
205,GEHC,ROST,0.0
206,GEHC,SBUX,0.0
207,GEHC,SIRI,0.0
208,GEHC,SNPS,0.0
209,GEHC,TEAM,0.0
187,GEHC,MRVL,0.0
210,GEHC,TMUS,0.0
186,GEHC,MRNA,0.0
184,GEHC,META,0.0
163,GEHC,GFS,0.0
164,GEHC,GILD,0.0
165,GEHC,GOOG,0.0
166,GEHC,GOOGL,0.0
167,GEHC,HON,0.0
168,GEHC,IDXX,0.0
169,GEHC,ILMN,0.0
170,GEHC,INTC,0.0
171,GEHC,INTU,0.0
172,GEHC,ISRG,0.0
173,GEHC,KDP,0.0
174,GEHC,KHC,0.0
175,GEHC,KLAC,0.0
176,GEHC,LIN,0.0
177,GEHC,LRCX,0.0
178,GEHC,LULU,0.0
179,GEHC,MAR,0.0
180,GEHC,MCHP,0.0
181,GEHC,MDB,0.0
182,GEHC,MDLZ,0.0
183,GEHC,MELI,0.0
185,GEHC,MNST,0.0
211,GEHC,TSLA,0.0
203,GEHC,REGN,0.0
214,GEHC,TXN,0.0
215,GEHC,VRSK,0.0
216,GEHC,VRTX,0.0
212,GEHC,TTD,0.0
217,GEHC,WBA,0.0
218,GEHC,WBD,0.0
219,GEHC,WDAY,0.0
221,GEHC,ZS,0.0
220,GEHC,XEL,0.0
295,IDXX,MCHP,4.013171434240927e-05
378,NFLX,ORLY,5.0586018580934724e-05
31,ADSK,COST,7.70666591169085e-05
280,GOOG,GOOGL,8.861735287921343e-05
294,HON,TSLA,0.00041959110906218016
222,GFS,GILD,0.0010285408857171538
258,GFS,PEP,0.001050060598002875
330,LRCX,MAR,0.001419183391740743
285,GOOG,TTWO,0.0014754255835055428
291,GOOGL,TTWO,0.00153616856388319
3,ABNB,AMD,0.0017755020642708278
347,MCHP,MNST,0.001824495264342652
159,FAST,MU,0.0018459096461368501
264,GFS,SBUX,0.00187917486216807
414,TTD,VRSK,0.001984925140192193
