Date,AAPL,ABNB,ADBE,ADI,ADP,ADSK,AEP,AMAT,AMD,AMGN,AMZN,ANSS,ASML,AVGO,AZN,BIIB,BKNG,BKR,CCEP,CDNS,CDW,CEG,CHTR,CMCSA,COST,CPRT,CRWD,CSCO,CSGP,CSX,CTAS,CTSH,DASH,DDOG,DLTR,DXCM,EA,EXC,FANG,FAST,FTNT,GEHC,GFS,GILD,GOOG,GOOGL,HON,IDXX,ILMN,INTC,INTU,ISRG,KDP,KHC,KLAC,LIN,LRCX,LULU,MAR,MCHP,MDB,MDLZ,MELI,META,MNST,MRNA,MRVL,MSFT,MU,NFLX,NVDA,NXPI,ODFL,ON,ORLY,PANW,PAYX,PCAR,PDD,PEP,PYPL,QCOM,REGN,ROP,ROST,SBUX,SIRI,SNPS,TEAM,TMUS,TSLA,TTD,TTWO,TXN,VRSK,VRTX,WBA,WBD,WDAY,XEL,ZS
2022-04-04,176.4238739013672,177.02000427246094,468.80999755859375,158.45285034179688,225.4804229736328,218.77000427246094,93.2474365234375,127.08674621582031,110.52999877929688,229.59304809570312,168.34649658203125,323.2099914550781,664.4259643554688,602.8804931640625,63.84852981567383,211.63999938964844,2368.907958984375,34.63460922241211,45.866859436035156,167.11000061035156,174.6636962890625,57.23259735107422,562.0,45.453758239746094,554.4317016601562,31.897499084472656,229.02999877929688,52.460121154785156,67.63999938964844,34.67039489746094,420.56390380859375,87.0513916015625,127.20999908447266,156.55999755859375,156.77000427246094,130.5500030517578,126.51668548583984,44.171051025390625,122.41853332519531,56.874481201171875,69.33799743652344,,62.290000915527344,56.00291061401367,143.6425018310547,142.97149658203125,187.9482879638672,548.0800170898438,365.54998779296875,46.458560943603516,498.7738952636719,302.25,36.525970458984375,36.58572006225586,358.1551818847656,312.5690002441406,522.2160034179688,384.17999267578125,171.40267944335938,71.6251449584961,458.6000061035156,60.14886474609375,1265.010009765625,233.64210510253906,41.29999923706055,172.5399932861328,72.24665832519531,309.3709411621094,76.469970703125,391.5,273.2569274902344,175.37571716308594,136.59188842773438,59.59000015258789,686.8499755859375,209.36666870117188,131.61912536621094,51.608642578125,49.29999923706055,160.13824462890625,121.86000061035156,146.502685546875,698.4099731445312,476.2016906738281,90.94795989990234,84.19757080078125,6.442691326141357,340.1499938964844,317.17999267578125,131.48983764648438,381.8166809082031,75.22000122070312,154.42999267578125,172.0628662109375,214.18002319335938,268.6400146484375,38.64897918701172,25.799999237060547,243.0,68.13419342041016,252.11000061035156
2022-04-05,173.08204650878906,171.2100067138672,458.5799865722656,154.0989990234375,228.18411254882812,211.5500030517578,93.85888671875,119.49726867675781,106.81999969482422,229.30238342285156,164.05499267578125,319.05999755859375,630.8840942382812,583.1943969726562,64.21244049072266,207.61000061035156,2292.13427734375,33.76946258544922,45.70763397216797,163.4499969482422,172.6907501220703,57.84040832519531,556.7899780273438,45.482261657714844,554.6148681640625,31.587499618530273,219.9600067138672,51.921234130859375,66.9800033569336,34.3393669128418,422.69989013671875,83.93759155273438,118.19999694824219,146.89999389648438,155.74000549316406,129.10499572753906,124.38204956054688,44.60025405883789,118.8141098022461,56.08967590332031,68.37799835205078,,58.400001525878906,55.153690338134766,141.06300354003906,140.59100341796875,185.60935974121094,545.0399780273438,363.8399963378906,45.44818878173828,489.304443359375,295.9200134277344,35.18339157104492,36.31057357788086,337.1468505859375,312.88983154296875,491.10040283203125,378.989990234375,170.76475524902344,67.49404907226562,435.1199951171875,60.1202392578125,1218.1500244140625,231.59426879882812,40.95000076293945,162.0500030517578,67.64212799072266,305.35369873046875,73.45726013183594,380.1499938964844,258.98480224609375,168.13442993164062,132.4652557373047,55.70000076293945,690.489990234375,207.04666137695312,131.5624542236328,50.58879852294922,46.81999969482422,160.30848693847656,117.6500015258789,138.54940795898438,691.469970703125,471.71929931640625,90.92843627929688,80.40299987792969,6.375278949737549,327.7099914550781,299.8599853515625,130.86508178710938,363.7533264160156,71.97000122070312,151.89999389648438,166.85507202148438,216.54873657226562,269.9599914550781,38.7291259765625,24.420000076293945,239.72000122070312,68.48097229003906,238.61000061035156
2022-04-06,169.88856506347656,164.66000366210938,444.3299865722656,154.38796997070312,227.98277282714844,203.94000244140625,96.80499267578125,117.1605453491211,103.66999816894531,234.3373260498047,158.75599670410156,311.54998779296875,613.3665771484375,571.6847534179688,66.14695739746094,209.7100067138672,2216.4677734375,33.959598541259766,45.464111328125,161.85000610351562,172.27078247070312,58.42861557006836,561.260009765625,45.3492431640625,563.7440185546875,31.1924991607666,211.22000122070312,51.40127182006836,65.43000030517578,33.75519561767578,422.4549255371094,84.04395294189453,113.5999984741211,137.27000427246094,156.05999755859375,127.38500213623047,123.3839111328125,46.38240051269531,118.44574737548828,56.477352142333984,66.41400146484375,,56.900001525878906,56.14137649536133,137.17599487304688,136.54800415039062,185.59976196289062,534.9199829101562,358.5199890136719,44.89105224609375,483.5439147949219,288.6700134277344,36.02131271362305,36.723289489746094,335.90771484375,306.3552551269531,485.7666015625,371.8299865722656,163.08033752441406,65.75109100341797,421.8900146484375,60.311065673828125,1163.969970703125,223.06332397460938,40.40999984741211,154.6199951171875,65.84982299804688,294.1759948730469,72.64006805419922,368.3500061035156,243.76394653320312,167.1260223388672,129.14036560058594,53.70000076293945,701.1400146484375,202.26666259765625,133.4331512451172,50.97963333129883,45.290000915527344,163.04176330566406,112.48999786376953,132.6630096435547,708.3599853515625,474.3414001464844,91.94364166259766,79.67657470703125,6.336757659912109,324.8500061035156,286.9599914550781,132.60057067871094,348.586669921875,67.7300033569336,147.1999969482422,166.92098999023438,217.37779235839844,272.3900146484375,39.45935821533203,23.920000076293945,230.13999938964844,70.28036499023438,226.07000732421875
2022-04-07,170.19505310058594,165.91000366210938,452.7200012207031,155.3223114013672,228.66351318359375,204.77000427246094,95.76738739013672,120.17472839355469,103.72000122070312,235.94065856933594,157.7845001220703,311.1099853515625,610.2340087890625,572.681884765625,68.0048599243164,211.63999938964844,2207.55078125,34.33987808227539,45.0145263671875,163.1300048828125,173.18887329101562,59.712867736816406,552.47998046875,44.79817581176758,586.1669311523438,31.219999313354492,217.02999877929688,51.64707565307617,64.56999969482422,33.823360443115234,425.48260498046875,84.91427612304688,110.91000366210938,137.24000549316406,158.61000061035156,128.1300048828125,121.95094299316406,46.671653747558594,120.1032943725586,55.51289749145508,67.6240005493164,,56.189998626708984,56.29829788208008,136.46499633789062,135.8885040283203,184.71786499023438,551.260009765625,368.0,44.90994644165039,488.27862548828125,291.82000732421875,35.811824798583984,36.97092819213867,344.5236511230469,309.2724609375,490.8078308105469,379.2300109863281,161.59840393066406,65.66442108154297,428.489990234375,60.00574493408203,1173.1400146484375,222.7136993408203,40.88999938964844,159.0,65.07674407958984,296.0127258300781,72.14778900146484,362.1499938964844,241.7764129638672,166.06961059570312,129.84371948242188,54.09000015258789,726.8300170898438,205.49000549316406,132.119873046875,50.85139846801758,42.369998931884766,163.19309997558594,113.04000091552734,132.60585021972656,721.7999877929688,480.1695556640625,93.07595825195312,79.44718170166016,6.3174967765808105,326.3699951171875,292.9700012207031,132.17413330078125,352.4200134277344,68.55999755859375,143.39999389648438,167.2506103515625,217.3481903076172,275.8299865722656,40.17178726196289,23.06999969482422,233.25,69.88676452636719,231.9600067138672
2022-04-08,168.16819763183594,162.55999755859375,445.3399963378906,152.9045867919922,227.90609741210938,202.25,95.41532897949219,117.77909851074219,101.0,236.29698181152344,154.4604949951172,303.04998779296875,596.2100830078125,557.440185546875,68.12934875488281,214.75,2161.887451171875,35.67089080810547,45.02389144897461,158.24000549316406,171.46011352539062,62.76173782348633,557.5999755859375,45.05470275878906,578.4451293945312,31.40999984741211,218.2100067138672,51.316184997558594,63.52000045776367,33.42416763305664,420.46588134765625,86.02635955810547,106.41999816894531,134.2899932861328,162.9199981689453,126.49749755859375,122.02999114990234,46.77428436279297,124.5232925415039,54.54844284057617,67.16600036621094,,54.75,57.507530212402344,134.010498046875,133.28750610351562,182.28309631347656,547.1199951171875,362.67999267578125,44.4000244140625,476.92926025390625,289.8599853515625,35.849918365478516,37.54874038696289,332.94134521484375,309.04888916015625,479.399169921875,369.4599914550781,160.81329345703125,63.863677978515625,416.8800048828125,60.49235153198242,1160.800048828125,222.0943603515625,40.810001373291016,160.83999633789062,62.58903884887695,291.6908874511719,71.12246704101562,355.8800048828125,230.9001007080078,160.86431884765625,127.83696746826172,52.72999954223633,736.469970703125,202.7433319091797,131.6002197265625,50.7170524597168,42.599998474121094,163.7416534423828,111.20999908447266,130.19606018066406,738.8400268554688,477.09222412109375,94.53043365478516,77.91788482666016,6.2597150802612305,319.8299865722656,272.0199890136719,131.73777770996094,341.8299865722656,67.79000091552734,141.30999755859375,163.9639892578125,216.6573028564453,280.2799987792969,40.44784164428711,24.43000030517578,228.77000427246094,70.12104797363281,226.7899932861328
2022-04-11,163.87725830078125,160.25,434.44000244140625,149.1960906982422,221.43447875976562,199.02999877929688,93.94227600097656,114.12671661376953,97.37000274658203,235.21868896484375,151.1219940185547,294.70001220703125,583.337890625,551.3720092773438,67.64093780517578,210.6199951171875,2163.673095703125,34.67263412475586,44.56494140625,153.74000549316406,168.19793701171875,59.487388610839844,559.9099731445312,45.2352294921875,563.6283569335938,30.842500686645508,216.60000610351562,49.99263000488281,63.630001068115234,33.3365478515625,409.5799560546875,84.33406829833984,104.72000122070312,135.08999633789062,165.49000549316406,123.12249755859375,121.14055633544922,45.010799407958984,118.48961639404297,54.81319046020508,65.61399841308594,,54.040000915527344,57.129066467285156,129.79649353027344,128.82350158691406,181.42996215820312,514.47998046875,351.2799987792969,43.975101470947266,467.5455322265625,278.9599914550781,35.792781829833984,37.833065032958984,323.4373474121094,308.3973083496094,463.9145812988281,368.739990234375,159.42950439453125,63.37256622314453,410.1000061035156,60.50189208984375,1125.68994140625,216.23057556152344,41.084999084472656,160.0,60.19053649902344,280.1891174316406,71.0140151977539,348.0,218.89517211914062,158.9627685546875,126.94669342041016,52.33000183105469,723.9400024414062,203.63333129882812,129.2854766845703,50.43002700805664,42.220001220703125,163.24038696289062,109.80999755859375,128.92922973632812,722.3699951171875,475.7266845703125,97.33198547363281,77.1150131225586,6.2886061668396,309.7699890136719,271.6300048828125,129.33786010742188,325.30999755859375,67.19999694824219,140.52999877929688,161.9204559326172,213.62733459472656,281.0899963378906,39.56622314453125,24.780000686645508,227.2100067138672,69.68994903564453,224.32000732421875
2022-04-12,165.76568603515625,160.11000061035156,426.7699890136719,149.78367614746094,221.5303497314453,196.13999938964844,94.78533935546875,112.47725677490234,95.0999984741211,234.4404754638672,150.78750610351562,291.1600036621094,579.6880493164062,555.6073608398438,65.7064208984375,208.05999755859375,2175.81201171875,34.530029296875,44.902130126953125,153.3699951171875,167.65097045898438,60.65400314331055,549.1199951171875,44.893192291259766,560.4374389648438,30.25,223.50999450683594,48.990509033203125,62.290000915527344,33.50205993652344,407.3851013183594,83.2509994506836,104.41999816894531,135.5,167.17999267578125,122.60749816894531,122.11894989013672,44.833518981933594,122.05894470214844,54.54844284057617,66.0199966430664,,53.290000915527344,56.88907241821289,128.37449645996094,127.7145004272461,183.07870483398438,497.239990234375,344.5899963378906,43.90900421142578,455.9690246582031,277.8500061035156,35.830867767333984,37.71383285522461,322.2469482421875,305.334228515625,455.3726806640625,376.1600036621094,160.204833984375,63.0451545715332,414.07000732421875,60.74997329711914,1115.97998046875,213.9130401611328,41.345001220703125,159.5,59.59587097167969,277.04595947265625,70.94499969482422,344.1000061035156,214.77032470703125,159.64462280273438,127.8812255859375,53.13999938964844,717.5499877929688,203.9633331298828,129.04930114746094,50.32621383666992,41.470001220703125,163.90243530273438,108.25,129.62454223632812,715.7899780273438,465.5547790527344,99.75284576416016,76.26432800292969,6.278975009918213,310.8299865722656,268.32000732421875,130.34939575195312,328.98333740234375,65.83999633789062,138.36000061035156,162.91868591308594,211.84095764160156,281.1499938964844,39.388118743896484,24.68000030517578,225.97000122070312,70.03671264648438,223.0
2022-04-13,168.47470092773438,171.85000610351562,431.6700134277344,152.30735778808594,224.09983825683594,201.74000549316406,94.7297592163086,114.7354507446289,97.73999786376953,237.69400024414062,155.54100036621094,295.79998779296875,597.99609375,562.701171875,66.05119323730469,213.97999572753906,2254.341064453125,35.385677337646484,44.967689514160156,155.7899932861328,166.9867706298828,62.938201904296875,562.4000244140625,45.520267486572266,569.8173217773438,30.34749984741211,239.86000061035156,49.302494049072266,63.5,33.969390869140625,410.9223327636719,83.22198486328125,110.76000213623047,142.8699951171875,171.07000732421875,124.69999694824219,122.1683578491211,45.38402557373047,123.07626342773438,55.7681884765625,68.1719970703125,,54.83000183105469,57.28599548339844,130.28599548339844,129.8939971923828,186.77880859375,508.6099853515625,343.3500061035156,44.39059066772461,464.661376953125,285.2200012207031,35.85943603515625,38.520938873291016,328.3649597167969,310.4394226074219,460.8429870605469,395.0299987792969,172.276123046875,64.28738403320312,435.239990234375,60.921714782714844,1135.75,214.76214599609375,42.005001068115234,169.66000366210938,62.73770523071289,282.5071716308594,71.35908508300781,350.42999267578125,221.75157165527344,164.25445556640625,131.1175994873047,54.25,724.0999755859375,209.6699981689453,130.27749633789062,50.83307647705078,43.90999984741211,163.6186981201172,105.16999816894531,133.82505798339844,731.8900146484375,464.07049560546875,100.47518920898438,77.34439849853516,6.2886061668396,306.7200012207031,280.3299865722656,133.73110961914062,340.7900085449219,67.01000213623047,138.99000549316406,164.9057159423828,211.31785583496094,290.92999267578125,39.71760940551758,26.0,228.66000366210938,69.6993179321289,241.22999572753906
2022-04-14,163.4224395751953,170.6999969482422,420.44000244140625,150.74691772460938,219.7470703125,196.72999572753906,94.53519439697266,111.29908752441406,93.05999755859375,238.17221069335938,151.7064971923828,282.3299865722656,583.4647216796875,544.9522705078125,66.1278076171875,212.5500030517578,2221.60498046875,35.45222473144531,46.34454345703125,149.8000030517578,168.94021606445312,61.32062911987305,555.3200073242188,45.206729888916016,569.1425170898438,29.2450008392334,235.22000122070312,48.375999450683594,61.81999969482422,34.134910583496094,405.3274841308594,81.94551086425781,109.30999755859375,136.0399932861328,173.0500030517578,123.02749633789062,121.16034698486328,45.74791717529297,121.41000366210938,52.95992660522461,66.35199737548828,,52.099998474121094,57.064449310302734,127.25299835205078,126.7300033569336,187.10472106933594,496.7799987792969,336.489990234375,43.12525177001953,459.41632080078125,279.70001220703125,35.45951461791992,38.78691864013672,313.689453125,309.7295227050781,444.80255126953125,390.7799987792969,177.15371704101562,62.80440902709961,416.5,60.79767990112305,1060.3399658203125,209.9572296142578,41.29499816894531,165.49000549316406,60.428401947021484,274.8556213378906,69.14080810546875,341.1300048828125,212.31341552734375,163.26527404785156,130.217529296875,53.2599983215332,713.8800048828125,208.92666625976562,129.14376831054688,51.120094299316406,40.029998779296875,162.5783233642578,102.30999755859375,130.4055938720703,733.02001953125,456.31292724609375,100.62162780761719,75.98713684082031,6.221193313598633,294.7699890136719,265.3500061035156,131.85678100585938,328.3333435058594,63.58000183105469,137.9600067138672,163.5402069091797,210.5184326171875,287.9700012207031,39.904624938964844,24.8799991607666,224.6699981689453,69.67119598388672,230.83999633789062
2022-04-18,163.2049560546875,165.74000549316406,425.4700012207031,154.44573974609375,217.8295440673828,196.5399932861328,94.18315887451172,112.7816390991211,93.88999938964844,236.21258544921875,152.78500366210938,281.6600036621094,590.989013671875,556.9652709960938,65.7064208984375,212.5399932861328,2193.6962890625,35.585323333740234,46.119754791259766,150.61000061035156,167.68026733398438,62.06570053100586,533.47998046875,44.522640228271484,561.170166015625,29.082500457763672,224.99000549316406,48.319271087646484,61.06999969482422,33.833091735839844,404.84735107421875,81.81979370117188,103.0999984741211,131.11000061035156,172.02999877929688,120.15750122070312,120.72551727294922,45.93452835083008,122.77808380126953,51.957645416259766,66.08399963378906,,52.650001525878906,56.84291458129883,127.96099853515625,127.67649841308594,184.1139678955078,486.80999755859375,335.8500061035156,44.04120635986328,463.2982177734375,276.3500061035156,35.021507263183594,38.66767883300781,319.9246520996094,308.776611328125,458.834228515625,387.55999755859375,179.74461364746094,64.74959564208984,401.1499938964844,60.65455627441406,1070.0400390625,210.54661560058594,41.220001220703125,154.75,61.18165588378906,275.5333557128906,70.14643096923828,337.8599853515625,217.55685424804688,166.3865509033203,130.5323028564453,54.56999969482422,721.6199951171875,205.92999267578125,128.25567626953125,51.19948959350586,40.0099983215332,161.17861938476562,100.58000183105469,132.70108032226562,723.2000122070312,451.81072998046875,101.99798583984375,76.08272552490234,6.0285868644714355,297.1199951171875,259.1199951171875,129.67503356933594,334.7633361816406,62.029998779296875,135.6999969482422,166.271240234375,208.45565795898438,282.989990234375,39.62855911254883,24.15999984741211,219.5,69.53999328613281,223.57000732421875
