,s1,s2,p-value
281,GEHC,MCHP,0.0
302,GEHC,PEP,0.0
301,GEHC,PDD,0.0
300,GEHC,PCAR,0.0
299,GEHC,PAYX,0.0
298,GEHC,PANW,0.0
297,GEHC,ORLY,0.0
296,GEHC,ON,0.0
295,GEHC,ODFL,0.0
303,GEHC,PYPL,0.0
294,GEHC,NXPI,0.0
292,GEHC,NFLX,0.0
291,GEHC,MU,0.0
290,GEHC,MSFT,0.0
289,GEHC,MRVL,0.0
325,GEHC,XEL,0.0
288,GEHC,MRNA,0.0
287,GEHC,MRNA,0.0
286,GEHC,MNST,0.0
293,GEHC,NVDA,0.0
285,GEHC,META,0.0
304,GEHC,QCOM,0.0
306,GEHC,REGN,0.0
324,GEHC,WDAY,0.0
323,GEHC,WBD,0.0
322,GEHC,WBA,0.0
321,GEHC,WBA,0.0
320,GEHC,VRTX,0.0
319,GEHC,VRTX,0.0
318,GEHC,VRSK,0.0
317,GEHC,TXN,0.0
305,GEHC,REGN,0.0
316,GEHC,TTWO,0.0
314,GEHC,TSLA,0.0
313,GEHC,TMUS,0.0
312,GEHC,TEAM,0.0
311,GEHC,SNPS,0.0
310,GEHC,SIRI,0.0
309,GEHC,SBUX,0.0
308,GEHC,ROST,0.0
307,GEHC,ROP,0.0
315,GEHC,TTD,0.0
284,GEHC,MELI,0.0
326,GEHC,ZS,0.0
282,GEHC,MDB,0.0
273,GEHC,ISRG,0.0
272,GEHC,ISRG,0.0
271,GEHC,INTU,0.0
270,GEHC,INTC,0.0
269,GEHC,ILMN,0.0
283,GEHC,MDLZ,0.0
274,GEHC,KDP,0.0
267,GEHC,IDXX,0.0
265,GEHC,HON,0.0
264,GEHC,GOOGL,0.0
263,GEHC,GOOG,0.0
262,GEHC,GILD,0.0
261,GEHC,GILD,0.0
260,GEHC,GFS,0.0
266,GEHC,IDXX,0.0
275,GEHC,KHC,0.0
268,GEHC,ILMN,0.0
280,GEHC,MAR,0.0
276,GEHC,KLAC,0.0
277,GEHC,LIN,0.0
278,GEHC,LRCX,0.0
279,GEHC,LULU,0.0
380,IDXX,MCHP,4.646392568277616e-05
27,ABNB,NXPI,0.00015693772614743348
20,ABNB,LRCX,0.00016952065335447435
6,ABNB,AMD,0.00017886582154845397
495,NFLX,ORLY,0.0002857261356049286
7,ABNB,AVGO,0.0007375184007261805
378,HON,TSLA,0.0007983755261251997
356,GOOG,GOOGL,0.0009455896073871118
357,GOOG,GOOGL,0.0009455896073871118
482,MNST,NFLX,0.0011968798429829043
213,DASH,NXPI,0.0012180339162439085
18,ABNB,KLAC,0.00126286874083047
52,ADSK,COST,0.001295738267121507
49,ADSK,CDW,0.001650750932666322
50,ADSK,CDW,0.001650750932666322
445,LRCX,MAR,0.001794378075708884
507,NXPI,WDAY,0.0018825766979486942
508,NXPI,WDAY,0.0018825766979486942
