,s1,s2,p-value
277,GEHC,ROP,0.0
268,GEHC,PANW,0.0
267,GEHC,ORLY,0.0
266,GEHC,ON,0.0
265,GEHC,ODFL,0.0
264,GEHC,NXPI,0.0
263,GEHC,NVDA,0.0
262,GEHC,NFLX,0.0
261,GEHC,MU,0.0
260,GEHC,MSFT,0.0
269,GEHC,PAYX,0.0
283,GEHC,TMUS,0.0
257,GEHC,MRNA,0.0
256,GEHC,MNST,0.0
255,GEHC,META,0.0
254,GEHC,MELI,0.0
253,GEHC,MDLZ,0.0
252,GEHC,MDB,0.0
251,GEHC,MCHP,0.0
250,GEHC,MAR,0.0
249,GEHC,LULU,0.0
258,GEHC,MRNA,0.0
270,GEHC,PCAR,0.0
271,GEHC,PDD,0.0
272,GEHC,PEP,0.0
284,GEHC,TSLA,0.0
285,GEHC,TTD,0.0
286,GEHC,TTWO,0.0
287,GEHC,TXN,0.0
288,GEHC,VRSK,0.0
289,GEHC,VRTX,0.0
290,GEHC,VRTX,0.0
291,GEHC,WBA,0.0
292,GEHC,WBA,0.0
293,GEHC,WBD,0.0
294,GEHC,WDAY,0.0
295,GEHC,XEL,0.0
296,GEHC,ZS,0.0
281,GEHC,SNPS,0.0
280,GEHC,SIRI,0.0
279,GEHC,SBUX,0.0
278,GEHC,ROST,0.0
276,GEHC,REGN,0.0
275,GEHC,REGN,0.0
274,GEHC,QCOM,0.0
273,GEHC,PYPL,0.0
248,GEHC,LRCX,0.0
247,GEHC,LIN,0.0
259,GEHC,MRVL,0.0
282,GEHC,TEAM,0.0
238,GEHC,ILMN,0.0
237,GEHC,IDXX,0.0
236,GEHC,IDXX,0.0
235,GEHC,HON,0.0
234,GEHC,GOOGL,0.0
239,GEHC,ILMN,0.0
240,GEHC,INTC,0.0
242,GEHC,ISRG,0.0
233,GEHC,GOOG,0.0
241,GEHC,INTU,0.0
243,GEHC,ISRG,0.0
230,GEHC,GFS,0.0
246,GEHC,KLAC,0.0
245,GEHC,KHC,0.0
231,GEHC,GILD,0.0
232,GEHC,GILD,0.0
244,GEHC,KDP,0.0
