,s1,s2,p-value
4022,KVUE,VRTX,0.0
4036,KVUE,WMB,0.0
4008,KVUE,UHS,0.0
4007,KVUE,UDR,0.0
4042,KVUE,WY,0.0
4006,KVUE,UAL,0.0
4047,KVUE,XYL,0.0
3990,KVUE,TJX,0.0
3989,KVUE,TGT,0.0
3988,KVUE,TFX,0.0
3987,KVUE,TFC,0.0
3986,KVUE,TER,0.0
3985,KVUE,TEL,0.0
3984,KVUE,TECH,0.0
4048,KVUE,YUM,0.0
3983,KVUE,TDY,0.0
3982,KVUE,TDG,0.0
3981,KVUE,TAP,0.0
3980,KVUE,T,0.0
4049,KVUE,ZBH,0.0
3979,KVUE,SYY,0.0
3991,KVUE,TMO,0.0
3950,KVUE,ROL,0.0
3992,KVUE,TMUS,0.0
3993,KVUE,TPR,0.0
4005,KVUE,TYL,0.0
4004,KVUE,TXT,0.0
4043,KVUE,WYNN,0.0
4003,KVUE,TXN,0.0
4002,KVUE,TTWO,0.0
4001,KVUE,TT,0.0
4000,KVUE,TSN,0.0
3999,KVUE,TSLA,0.0
3998,KVUE,TSCO,0.0
4044,KVUE,XEL,0.0
3997,KVUE,TRV,0.0
3996,KVUE,TROW,0.0
3995,KVUE,TRMB,0.0
4045,KVUE,XOM,0.0
3994,KVUE,TRGP,0.0
4046,KVUE,XRAY,0.0
3868,KVUE,MRNA,0.0
3840,KVUE,LYB,0.0
4935,VLTO,WMT,0.0
3910,KVUE,PAYX,0.0
4932,VLTO,WHR,0.0
3900,KVUE,OKE,0.0
3911,KVUE,PCAR,0.0
3936,KVUE,PWR,0.0
3912,KVUE,PCG,0.0
3899,KVUE,ODFL,0.0
3913,KVUE,PEAK,0.0
4931,VLTO,WFC,0.0
3935,KVUE,PTC,0.0
3898,KVUE,O,0.0
4930,VLTO,WELL,0.0
3914,KVUE,PEG,0.0
3915,KVUE,PEP,0.0
4929,VLTO,WEC,0.0
3916,KVUE,PFE,0.0
4928,VLTO,WDC,0.0
3917,KVUE,PFG,0.0
3897,KVUE,NXPI,0.0
3918,KVUE,PG,0.0
3919,KVUE,PGR,0.0
4927,VLTO,WBD,0.0
3896,KVUE,NWSA,0.0
3895,KVUE,NWS,0.0
3894,KVUE,NVR,0.0
3893,KVUE,NVDA,0.0
3921,KVUE,PHM,0.0
4926,VLTO,WBA,0.0
3922,KVUE,PKG,0.0
4933,VLTO,WM,0.0
3892,KVUE,NUE,0.0
3942,KVUE,REG,0.0
4934,VLTO,WMB,0.0
3938,KVUE,PYPL,0.0
3904,KVUE,ORLY,0.0
4950,VLTO,ZTS,0.0
3903,KVUE,ORCL,0.0
3937,KVUE,PXD,0.0
4949,VLTO,ZION,0.0
3939,KVUE,QCOM,0.0
3905,KVUE,OTIS,0.0
4948,VLTO,ZBRA,0.0
4947,VLTO,ZBH,0.0
3906,KVUE,OXY,0.0
4946,VLTO,YUM,0.0
3940,KVUE,QRVO,0.0
4945,VLTO,XYL,0.0
3941,KVUE,RCL,0.0
4944,VLTO,XRAY,0.0
4943,VLTO,XOM,0.0
4942,VLTO,XEL,0.0
4941,VLTO,WYNN,0.0
3907,KVUE,PANW,0.0
4940,VLTO,WY,0.0
3908,KVUE,PARA,0.0
3902,KVUE,ON,0.0
4939,VLTO,WTW,0.0
4938,VLTO,WST,0.0
4937,VLTO,WRK,0.0
3909,KVUE,PAYC,0.0
4936,VLTO,WRB,0.0
3869,KVUE,MRO,0.0
3901,KVUE,OMC,0.0
4925,VLTO,WAT,0.0
3920,KVUE,PH,0.0
3891,KVUE,NTRS,0.0
3924,KVUE,PM,0.0
3934,KVUE,PSX,0.0
3928,KVUE,PODD,0.0
3876,KVUE,MTD,0.0
3888,KVUE,NRG,0.0
3925,KVUE,PNC,0.0
3887,KVUE,NOW,0.0
3886,KVUE,NOC,0.0
3877,KVUE,MU,0.0
3923,KVUE,PLD,0.0
3885,KVUE,NKE,0.0
3948,KVUE,RMD,0.0
3879,KVUE,NDAQ,0.0
3926,KVUE,PNR,0.0
3947,KVUE,RL,0.0
3880,KVUE,NDSN,0.0
3946,KVUE,RJF,0.0
3881,KVUE,NEE,0.0
3882,KVUE,NEM,0.0
3883,KVUE,NFLX,0.0
3878,KVUE,NCLH,0.0
3927,KVUE,PNW,0.0
3945,KVUE,RHI,0.0
3944,KVUE,RF,0.0
3943,KVUE,REGN,0.0
3870,KVUE,MS,0.0
3931,KVUE,PPL,0.0
4924,VLTO,WAB,0.0
4923,VLTO,VZ,0.0
3871,KVUE,MSCI,0.0
3933,KVUE,PSA,0.0
4922,VLTO,VTRS,0.0
3930,KVUE,PPG,0.0
3872,KVUE,MSFT,0.0
3889,KVUE,NSC,0.0
3949,KVUE,ROK,0.0
3873,KVUE,MSI,0.0
4921,VLTO,VTR,0.0
4920,VLTO,VRTX,0.0
3874,KVUE,MTB,0.0
3890,KVUE,NTAP,0.0
4919,VLTO,VRSN,0.0
4918,VLTO,VRSK,0.0
4917,VLTO,VMC,0.0
3875,KVUE,MTCH,0.0
3929,KVUE,POOL,0.0
3884,KVUE,NI,0.0
2715,EQIX,SPGI,1.8714582963667897e-07
588,ANSS,GM,1.5085517337966387e-06
1829,CMS,TFX,4.553345060082965e-06
2972,FDS,WRK,5.401512010500152e-06
1387,BRK-B,CTSH,7.134734440741158e-06
3321,HIG,LIN,1.1308270353416717e-05
598,ANSS,LUV,1.2232318341559013e-05
3311,HIG,HLT,1.4583776413124457e-05
2313,ED,IFF,1.9766255130102154e-05
2698,EQIX,MCO,2.096595405309374e-05
1166,ATO,HPQ,2.1024128596597923e-05
85,ACN,AMAT,2.16010342257818e-05
123,ACN,NTAP,2.7991730660190883e-05
4879,TSCO,VFC,2.80291598607515e-05
4207,MCK,WEC,3.111203211141934e-05
14,AAPL,EQIX,3.3764298423615765e-05
1182,ATO,MHK,3.672006891624989e-05
2696,EQIX,MAS,3.9997421540626966e-05
4421,NI,SEE,4.0802912000974665e-05
3277,GWW,HII,4.147926934655088e-05
4431,NI,VICI,4.285754409917326e-05
2964,FDS,PKG,5.787225353522853e-05
590,ANSS,HCA,6.18380591667732e-05
4749,PSA,VICI,6.229395609834399e-05
549,ANET,BIIB,7.763108184708182e-05
594,ANSS,JCI,9.644535871217082e-05
4198,MCHP,TEL,0.0001010867053101309
1220,AWK,CLX,0.00010341060849512675
3223,GOOGL,VRSK,0.0001194528233051101
2690,EQIX,HWM,0.00012419143923984028
3430,HWM,MAS,0.00013353352583141457
1354,BLK,FI,0.00014116988931201443
3543,INVH,QRVO,0.00014363970133462098
4120,LNT,SEE,0.00015593298890604672
2015,CTSH,MAR,0.00015954469275989715
451,ALK,JCI,0.000162115579286027
3190,GLW,TXN,0.0001651959410788652
1181,ATO,MGM,0.00016538831404004683
608,ANSS,PNW,0.00016910529955340274
2277,EBAY,PGR,0.00018612597606413748
2651,EMN,IDXX,0.00018983839636601082
3619,JKHY,OTIS,0.0001950337712487224
3210,GOOG,VRSK,0.00020186105775113863
2724,EQR,UAL,0.00021291881255261347
2297,ECL,EQIX,0.00021875097387208145
4704,PNW,UDR,0.00024147285358142427
3339,HIG,RSG,0.00024515468118894854
184,ADSK,AMAT,0.00024677988807051603
535,AMZN,GE,0.00025047931055973533
1656,CHD,INVH,0.0002519518233145342
113,ACN,KLAC,0.0002538735787202521
4091,LLY,NEM,0.0002691696172617459
89,ACN,AVGO,0.00027005694457474103
619,ANSS,ZBH,0.0002752034874659518
312,AEE,SEE,0.0002797248683679762
3336,HIG,PTC,0.0002820192482112425
84,ACN,ADSK,0.0002908692077105565
4747,PSA,UPS,0.0002938760944356146
4415,NI,PODD,0.00029542274643530543
1828,CMS,SYY,0.0002958299251175316
1398,BRO,DLR,0.000296383652036915
2668,ENPH,PSA,0.00030322334319372526
3353,HLT,LIN,0.0003045270070379389
2653,EMN,KIM,0.000317073411384029
2117,DLR,GE,0.0003211495983946779
3638,JNPR,RMD,0.0003320934471024354
3322,HIG,LULU,0.00034226157305356267
1487,CAH,FAST,0.0003727474813254967
4676,PGR,WHR,0.00037631657905117823
2092,DGX,LHX,0.0003871703532954073
3314,HIG,INTC,0.0003896970600874426
378,AIZ,CTVA,0.00041201418890063655
96,ACN,CE,0.00042043610544715263
397,AJG,CTVA,0.0004265437567084857
2694,EQIX,LEN,0.0004348330210557979
4756,PSA,ZBRA,0.0004361940694640175
259,ADSK,PANW,0.00044119622566232957
3087,GE,IRM,0.0004430774005347291
357,AIG,COST,0.00046377131753585083
110,ACN,IR,0.00046974040706005126
1250,BAC,KIM,0.00047331483816072113
142,ACN,URI,0.0005063554426809876
4742,PSA,SJM,0.0005102711503438846
218,ADSK,FFIV,0.0005152522782263441
3463,ICE,NVR,0.0005417797782373046
4100,LMT,PPL,0.0005523033975755486
4427,NI,TSCO,0.0005602108312937685
4810,SEE,WBA,0.000571577943338672
600,ANSS,MDT,0.0005736877153663629
4781,REG,WY,0.0005744347996214815
4070,LH,WAB,0.000578810843511854
4316,MS,PEAK,0.0005795250270758368
28,AAPL,SPGI,0.0005795781117491236
1690,CHRW,KR,0.0005795843160708295
233,ADSK,IR,0.0005819091791439318
4357,MTD,WEC,0.0005911967725434613
4588,PEG,SBAC,0.0005980525403793772
116,ACN,LRCX,0.000608253181280184
2661,ENPH,ILMN,0.0006103224350159699
4689,PNC,RL,0.0006135987202557306
2849,EXC,PYPL,0.0006202595911450352
3005,FI,LEN,0.0006252698477506873
559,ANET,INTC,0.0006264010010604822
2289,EBAY,UDR,0.0006272710392224647
2206,DUK,ULTA,0.0006275133345090021
1769,CMA,REG,0.0006589846828600097
2762,ETSY,TFX,0.0006673948459940141
2164,DOW,TMO,0.0006790255256890632
4315,MRO,VRSN,0.0006849633452090671
4839,SO,YUM,0.0007067259325747874
3338,HIG,ROST,0.0007172941266713061
4339,MTB,REG,0.0007210372579736564
1979,CTAS,HIG,0.000727578439121339
2074,D,TFX,0.0007285259276976166
2116,DLR,ETN,0.0007453456424206743
2301,ECL,MAS,0.0007475487522993139
4097,LLY,WEC,0.0007793728721903958
1625,CFG,FRT,0.0008059487799405703
3090,GE,LRCX,0.0008068107592555526
2167,DOW,TSN,0.0008385387292859244
4410,NI,O,0.000860993924757691
3640,JNPR,RTX,0.0008616862962196816
526,AMP,SHW,0.0008630950898672063
3114,GEHC,OMC,0.0008826149489181872
4352,MTB,WY,0.0008874351511970477
1147,ATO,BALL,0.0008891246169703046
1916,COST,PCAR,0.0009060403975758677
102,ACN,FFIV,0.0009424961456138902
3473,ICE,PWR,0.0009426876500854875
4466,NVR,SCHW,0.0009445861554714149
132,ACN,RCL,0.0009577909935516138
4076,LIN,ROST,0.0009785841759281692
1859,CNP,LNT,0.0009890364432998617
537,AMZN,KLAC,0.000992435614563571
1549,CDAY,DD,0.0009942189931580513
1355,BLK,FITB,0.0010019030443589579
3560,IQV,NDSN,0.0010027654544952265
4799,SBAC,SRE,0.0010049915904712361
1902,COR,FAST,0.0010121308941607246
3595,ITW,SYF,0.001013086962060005
1157,ATO,DRI,0.0010167901028774217
4283,MO,XRAY,0.0010189804433642286
34,ABNB,FDX,0.0010236346948464862
3316,HIG,IT,0.001030567419186095
3596,ITW,TEL,0.0010360668082392698
4424,NI,TFX,0.001041777250460338
1930,CPRT,MSFT,0.0010566548356693145
192,ADSK,AVGO,0.0010601571772976548
2744,ETR,IFF,0.0010636561904656006
2659,ENPH,GPC,0.0010837405981891607
4889,TXN,ZBRA,0.001123176481430066
576,ANET,WRK,0.0011261838989674964
3636,JNPR,PODD,0.0011490000207515564
489,AMCR,MTD,0.0011493346286208074
2865,EXC,TSCO,0.0011513559202934313
2870,EXC,VFC,0.001174982421379696
2866,EXC,TSN,0.0011776397974707282
3329,HIG,NOW,0.0011796964554143265
4296,MPWR,RL,0.0012071198403758082
4295,MPWR,PNC,0.0012152039133790512
3525,INTC,NRG,0.001227028487349134
2734,ES,HOLX,0.0012362696733571774
4753,PSA,XRAY,0.0012389230057058241
1408,BRO,MAR,0.0012393586635418821
2716,EQIX,SWK,0.0012412929737823152
122,ACN,NOW,0.0012416788158010927
2096,DHI,EQIX,0.0012603410478002899
3206,GOOG,NEM,0.0012697753182124025
4659,PEG,WTW,0.0012818454738271292
191,ADSK,APH,0.001285447605453866
1986,CTAS,NOW,0.0012910253441956406
3504,IFF,XEL,0.0013105416079459565
538,AMZN,LRCX,0.0013140554623577742
3571,IRM,MA,0.0013178990225368593
3048,FRT,HBAN,0.0013316577845261857
252,ADSK,NOW,0.001332179566713324
1705,CHTR,J,0.0013338008362646099
2463,ELV,KEY,0.0013401036671513101
556,ANET,HSY,0.001347085479886427
309,AEE,MTD,0.0013484178403514087
2007,CTSH,ETN,0.0013516698335356825
1964,CSCO,TRV,0.0013521622194031186
129,ACN,PHM,0.0013580004234696544
2101,DHI,MAS,0.001362459706397166
4398,NEM,NWS,0.0013658877659403971
1978,CTAS,FICO,0.001374548940685569
376,AIZ,BMY,0.0013880250201669833
4646,PEG,VZ,0.0013907009316572148
314,AEE,TSCO,0.0014041356276032289
3295,HCA,MKC,0.001411025804056281
4416,NI,PSA,0.0014242742546114614
4790,ROL,XYL,0.0014557353787614748
4608,PEG,SYY,0.0014710504601049541
303,AEE,HOLX,0.0014762427334944577
2927,FANG,LW,0.0014905580059974667
209,ADSK,CTSH,0.0015088039271329865
203,ADSK,CE,0.0015164201657008882
4286,MOH,PFE,0.0015256223579099674
4293,MPC,TXT,0.0015322563997434541
3464,ICE,NXPI,0.0015499069207477536
4779,REG,USB,0.0015514202247858843
2774,EVRG,WYNN,0.0015689126707373266
589,ANSS,GPC,0.0015967616763242376
2027,CTVA,L,0.0015983025446826532
3337,HIG,ROP,0.0015995872825486244
4256,MMC,WELL,0.0016053487412998073
240,ADSK,LRCX,0.0016070698128903963
602,ANSS,MHK,0.0016118408325217185
4123,LNT,TFX,0.001620379485593895
3219,GOOGL,NEM,0.0016453026140953444
2765,EVRG,HOLX,0.001650681909481481
215,ADSK,ETN,0.0016897093741786871
253,ADSK,NTAP,0.0016948638776211006
237,ADSK,KLAC,0.0017148587675668355
2794,EXC,GOOG,0.0017168213142871292
2855,EXC,SEE,0.0017405942625673236
2284,EBAY,TECH,0.001763340303792025
2039,CTVA,WYNN,0.001774540542585557
464,AMAT,AMZN,0.0018043745609641131
4243,MLM,RCL,0.001808267027348393
4703,PNW,TXN,0.001810310799426885
2380,EL,WEC,0.0018377004862291202
4745,PSA,TPR,0.0018385183836773374
3489,ICE,URI,0.001841846048331934
2904,EXPD,SNA,0.0018798531558229638
4177,MAA,PEP,0.0018988389038664373
3654,JNPR,ZBH,0.0019043741970158788
1376,BR,CTSH,0.0019273772438630468
1150,ATO,BBY,0.0019404378504386355
2795,EXC,GOOGL,0.0019458207548645953
3099,GE,PHM,0.0019525741457116727
814,AON,HUM,0.0019616262669240525
1190,ATO,PPG,0.001981457440173212
552,ANET,CTVA,0.0019828909095495097
4831,SO,ULTA,0.001995373067950276
582,ANSS,DFS,0.0020386090256859436
2768,EVRG,LVS,0.002038970205066653
3646,JNPR,TFX,0.0020866830211630502
1148,ATO,BAX,0.002091978182383468
1352,BKR,ODFL,0.0020943167698124457
2108,DIS,IFF,0.002100312241149032
2880,EXC,WYNN,0.0021077574708176037
4436,NI,YUM,0.002124958753157068
1914,COST,L,0.0021291494979083594
1791,CME,PKG,0.002135130145780129
2263,EBAY,MAA,0.0021443946484090135
4884,TSN,VFC,0.002145000263440003
3631,JNPR,MPC,0.002145175628085438
3023,FIS,POOL,0.0021652314352730057
3788,KMX,LOW,0.0021660458957661935
513,AMP,APH,0.0021728243602312488
1373,BMY,PFE,0.0021821043873499987
1701,CHTR,COP,0.0021926435331410792
3572,IRM,MAR,0.002193062374657128
2815,EXC,LLY,0.0021945293445606883
460,ALLE,GNRC,0.0021993892937864244
1771,CMA,SCHW,0.0022010837638596842
77,ACGL,MTD,0.002224658260481775
4422,NI,SJM,0.002235389961490829
401,AJG,ENPH,0.0022371222942017066
1783,CMCSA,T,0.002241525642728767
3625,JNPR,KHC,0.0022551481068932952
2306,ECL,WFC,0.0022608480850897774
474,AMAT,NVDA,0.0022665393755804224
3238,GPC,NEE,0.00228408182031103
1404,BRO,IRM,0.002288644555026121
4615,PEG,TFC,0.002288989799737124
4203,MCK,NEM,0.002308531985689555
1657,CHD,ISRG,0.0023207195191520453
3348,HIG,V,0.002332175623981962
188,ADSK,AMZN,0.0023333300144996226
3335,HIG,PHM,0.0023401317825075085
3246,GRMN,HIG,0.002347331679989689
339,AES,NI,0.002350278303820596
261,ADSK,PCAR,0.002354840524198411
4055,L,ROP,0.002357206830539561
1938,CPT,PGR,0.002370606328150214
3240,GPC,SEDG,0.002378409243871621
4786,RL,SPG,0.002389716515961857
3780,KMI,WAT,0.0023927782195082166
3247,GRMN,IT,0.0023983440493640677
4376,MU,WYNN,0.0024145446795499907
3245,GPC,XRAY,0.0024166348831499763
2160,DOW,PM,0.0024176222124202423
4196,MCHP,RL,0.0024397151636334426
3604,J,OMC,0.0024548331437574174
4958,VRTX,WELL,0.002456060653513629
2366,EIX,TSCO,0.0024619905735237873
364,AIG,META,0.002471212697618731
187,ADSK,AMP,0.0024782036842137555
4824,SO,SYY,0.0025128216137183506
1870,CNP,TFX,0.002523013469849595
4473,NVR,WFC,0.002531601054941681
1088,APD,APTV,0.0025393494946240446
251,ADSK,NFLX,0.002539432413783783
1187,ATO,OTIS,0.0025489052274500898
2514,ELV,NDAQ,0.0025597227148004037
3597,ITW,WY,0.002569278407107886
1198,AVB,BBY,0.002576470612348417
2247,EBAY,FTNT,0.002606834747408546
4443,NOW,PTC,0.002610306984177026
4981,WDC,WYNN,0.0026209496890676467
2140,DOV,PM,0.0026314452805474694
3170,GILD,VRSK,0.002634021002193364
3587,ITW,JKHY,0.0026402564388185844
4190,MAS,WFC,0.0026598222553641557
268,ADSK,RCL,0.002664782760484856
1458,BWA,PAYC,0.0026732504360689547
1722,CI,KHC,0.0026791417679890342
1896,COP,OMC,0.002682368988165608
2279,EBAY,PNW,0.0026898383921866486
4550,PEAK,XRAY,0.002690778568328834
360,AIG,DLR,0.0026930237805220625
4116,LNT,PODD,0.002701742294522512
4907,VFC,WBD,0.0027219020542506565
1757,CLX,KO,0.0027237704689876273
425,AJG,WELL,0.002725998818083944
2680,EOG,VRSN,0.002735974990892538
4773,QRVO,SYF,0.002738635815908639
2735,ES,MTD,0.002752968597023708
1087,APA,VRSN,0.0027555520035702397
254,ADSK,NVDA,0.002772756755283985
2349,EIX,INCY,0.002775535588207638
3038,FMC,WYNN,0.0027884690687947026
1611,CF,HAL,0.0028053437114998548
3641,JNPR,SEE,0.0028125213041781585
24,AAPL,NFLX,0.0028182636486192756
502,AME,CCL,0.0028223162897832283
4418,NI,RMD,0.0028239265216680994
351,AFL,MOH,0.002825273418683011
597,ANSS,LKQ,0.002825311961328145
1953,CRL,QRVO,0.0028263906186321254
4080,LIN,V,0.0028339333978216856
2705,EQIX,NVR,0.002838785585233543
491,AMCR,PARA,0.002852452804784311
234,ADSK,IRM,0.002860482912143929
2229,DXCM,ROL,0.0028665033501282526
3181,GL,HLT,0.002869346077240128
298,AEE,EL,0.002876167770231642
1476,BXP,NUE,0.00287922133582414
4586,PEG,RTX,0.002883176818186033
3144,GILD,NKE,0.0029043040160885063
4633,PEG,ULTA,0.002907001788790584
4390,NEE,SJM,0.0029166469264040413
3066,FSLR,PSA,0.002930384511276395
212,ADSK,DLR,0.002960744472055215
275,ADSK,SHW,0.0029623050133305985
2259,EBAY,JCI,0.0029666298490462063
2910,EXPD,WFC,0.002967630647707026
3307,HES,VRSN,0.002995779249552824
2920,EXR,TFX,0.0030005558198965645
2985,FE,IFF,0.0030011637987145245
3281,HBAN,KIM,0.003020480518834284
335,AES,EXR,0.0030333001163233616
4826,SO,TGT,0.003045141968381735
3028,FITB,MPWR,0.00304789749329179
2273,EBAY,PAYC,0.003060308656290298
4094,LLY,PSA,0.0030639670832784687
1462,BX,ETN,0.0030809456764623756
388,AIZ,PFE,0.0030816112020936805
3517,INCY,TSCO,0.003090938007936797
4708,PNW,WHR,0.003104513361627038
3518,INCY,TSN,0.003106008708689522
4589,PEG,SBUX,0.003145229140759235
333,AES,CMS,0.0031564803235469645
3330,HIG,NRG,0.0031869552365968957
435,AKAM,KMB,0.003187090016673531
4053,L,MOH,0.0032237573027790742
4342,MTB,SCHW,0.0032534460855654936
3256,GS,KIM,0.0032578096428228774
3723,KMI,NTRS,0.00327177216176613
1466,BX,PRU,0.0032785815098118334
674,AON,CHD,0.003286780641313414
2960,FDS,MOH,0.0032891973388465934
4224,MGM,MHK,0.0033391858840446107
4845,SRE,ULTA,0.003369965567628001
440,ALB,CB,0.0033729671114787374
1807,CMS,ETSY,0.0033751646251125216
3088,GE,KLAC,0.0033815030984615884
2703,EQIX,NFLX,0.003385535990517728
284,ADSK,TTWO,0.0033892226140151732
2248,EBAY,GD,0.003389858627438645
2144,DOV,SWKS,0.0034113080310233593
4245,MLM,TTWO,0.0034120955935772143
4276,MO,TECH,0.003420763985044679
3031,FITB,RL,0.003422018400236152
2666,ENPH,NEE,0.003427567616890058
2965,FDS,PSX,0.003430600093428872
4776,REG,SCHW,0.003441267675444287
1119,APD,PAYC,0.003456109612085238
87,ACN,AMZN,0.0034898465465643233
3797,KO,NI,0.0034901472557797657
306,AEE,LLY,0.0034961229359618887
2129,DLR,WMB,0.003518225473723818
75,ACGL,MO,0.003518719302823146
4616,PEG,TGT,0.0035388960618233088
2072,D,NI,0.0035886226120845867
2998,FE,TFX,0.00361029910970288
1936,CPT,EBAY,0.0036592031566074264
439,AKAM,WYNN,0.003691342461921314
2334,ED,ULTA,0.0037014169879700937
2522,ELV,NTRS,0.0037107248905274954
189,ADSK,ANET,0.003715861037591244
266,ADSK,PTC,0.0037230040208423363
205,ADSK,COST,0.00372643355837807
4126,LNT,VICI,0.0037266934856149334
2367,EIX,TSN,0.0037416888477612284
1259,BALL,MCD,0.0037430481999928896
2151,DOW,IEX,0.0037528482442774442
1142,ARE,MMM,0.003757639932780214
3396,HSIC,PSA,0.0037629694930069717
2209,DUK,WAT,0.0037752955375743914
2714,EQIX,SNA,0.0037861115176639117
4130,LNT,YUM,0.003796461293550571
3421,HUM,NCLH,0.0038165752227879105
1961,CRM,EXPE,0.003822461846307136
3344,HIG,TDG,0.003823743680874375
3662,JPM,SHW,0.00386147221914972
386,AIZ,MOH,0.003863019158232325
4282,MO,WYNN,0.0038699711325085066
3354,HLT,LULU,0.0038721486434702386
4520,OTIS,ROL,0.0038775650223936745
1242,AZO,F,0.003884124159971403
4903,UPS,WBD,0.003903217433191155
262,ADSK,PH,0.003908635080011941
3007,FICO,HIG,0.003929962284504172
2828,EXC,MTD,0.003944677219579482
2318,ED,MCK,0.003972726090085407
1592,CE,MAR,0.003978973200093367
2010,CTSH,GE,0.0039886006638551914
1767,CMA,NUE,0.0039927419876340945
1151,ATO,BEN,0.00399535778872361
1694,CHRW,PEP,0.004001643343801081
2107,DIS,ETR,0.004033309488502275
3431,HWM,MCO,0.00403522321817963
3049,FRT,IDXX,0.004038449756647341
1171,ATO,IVZ,0.004047901518401101
603,ANSS,MKC,0.004060176106850887
4574,PEG,QCOM,0.004074382687987662
468,AMAT,IR,0.004083147244505592
2467,ELV,KMI,0.0041063184035642665
4563,PEG,PODD,0.004113053946007355
4401,NEM,TSCO,0.004123567737428449
2658,ENPH,FMC,0.0041360061267538325
4369,MU,SNPS,0.004141168128201299
542,AMZN,NVDA,0.004153249064460171
1704,CHTR,HAL,0.0041577777352268894
4664,PEG,XYL,0.004170254551681438
1586,CE,FFIV,0.004181851844463932
4706,PNW,UPS,0.0041954452362637715
3298,HD,PWR,0.0042389705731074884
2831,EXC,NEM,0.004255227977873849
1566,CDNS,CTAS,0.004258482822384988
4061,LEN,MAS,0.004277160039379871
3480,ICE,SCHW,0.004283706676910139
3095,GE,NTAP,0.004283993598404641
3377,HON,UHS,0.00431900713127797
4910,VFC,XRAY,0.004343472397170787
1981,CTAS,INTC,0.004368066878675643
2294,EBAY,XRAY,0.004372296832947958
3230,GPC,ILMN,0.004374517025732734
562,ANET,L,0.0043858846084992905
4354,MTD,NI,0.004405672816100881
1524,CBOE,SEDG,0.004409932227487289
2684,EQIX,FI,0.0044253203950131515
4125,LNT,TSCO,0.004430070503602966
1899,COP,VRSN,0.004430474853604683
