,s1,s2,p-value
246,KDP,META,0.018243684323696566
264,LULU,PANW,0.018296598562167796
3,ABNB,AMD,0.01839311137320125
27,ADSK,KLAC,0.01844506564239853
156,FAST,NXPI,0.01852322182266558
137,EXC,FANG,0.018682541605102947
80,BKNG,NVDA,0.019251083771955675
14,ADSK,AMAT,0.019278922978652743
46,AEP,FANG,0.019427015506561496
116,CTSH,DASH,0.019576425880686487
88,CEG,EXC,0.01960041170629146
325,PYPL,XEL,0.01984622642875301
68,AMGN,FANG,0.019984382090110157
317,PAYX,QCOM,0.02004681307945944
152,FAST,INTU,0.020080814702915215
259,LRCX,NVDA,0.020113507172587697
53,AEP,VRTX,0.02020863696929605
21,ADSK,CSX,0.02077783134064513
239,ILMN,PDD,0.020976651733405776
311,NXPI,ROP,0.02104911839211768
247,KDP,MSFT,0.02131553286869431
294,MU,NVDA,0.02132031821092887
72,AVGO,MAR,0.02141946286397673
226,GFS,TXN,0.022823911257947884
74,AVGO,PANW,0.022922428548256896
267,MAR,MU,0.02298570852933029
19,ADSK,CEG,0.0231388047825627
295,MU,NXPI,0.023278208569868616
326,REGN,ROST,0.023531760132060948
304,NFLX,ORLY,0.023532998412920506
104,CSGP,ORLY,0.023606278992385637
306,NFLX,REGN,0.023659202108565595
94,CEG,TTD,0.023782175196723803
126,DDOG,FAST,0.023816948232373403
286,META,MU,0.023907355827651716
43,ADSK,WBA,0.02395744269337108
60,AMAT,NXPI,0.02413990035615292
8,ADI,ANSS,0.02421499148746539
125,DASH,SPLK,0.024244407386479244
102,CSGP,EXC,0.024269513173695276
252,KDP,PYPL,0.024867579002494304
145,FANG,PCAR,0.024884620268378912
299,MU,SPLK,0.02494292456532528
285,MELI,VRTX,0.024987661575852534
288,MNST,PYPL,0.025004883787347915
121,DASH,INTC,0.025053495733894197
228,GILD,SBUX,0.025121713305223524
36,ADSK,PCAR,0.026584083863261037
159,FTNT,KDP,0.02665996861230765
96,CEG,XEL,0.026906497795582095
119,DASH,GOOG,0.027174533555910776
49,AEP,ODFL,0.027219929365756977
120,DASH,GOOGL,0.027592830710623
343,TXN,ZS,0.02769801595923207
134,EA,FAST,0.028140631220289303
318,PAYX,TEAM,0.02827573561247992
253,KDP,SNPS,0.028697422552937467
242,ISRG,NXPI,0.02879488117913553
44,ADSK,WDAY,0.028873764501492923
83,CCEP,KDP,0.029342138781247105
256,KLAC,PCAR,0.029924448496770426
93,CEG,PDD,0.030230783063336316
81,BKR,CMCSA,0.03031082453981454
148,FANG,ROST,0.030332262475046272
273,MCHP,MDLZ,0.030451774995095805
309,NXPI,PANW,0.030687981289399622
98,CMCSA,MDB,0.031128930886859172
280,MDB,MRVL,0.031525616698178174
138,EXC,ORLY,0.031638040245599575
240,INTU,MAR,0.03190154067380499
344,VRSK,WDAY,0.03198240536707661
282,MDB,VRSK,0.03206348669644294
17,ADSK,CDNS,0.032068888749136416
41,ADSK,TMUS,0.03210643639080684
249,KDP,NXPI,0.03211749416411492
150,FANG,WBA,0.03233328829115027
262,LRCX,ROP,0.03244573436572118
261,LRCX,PANW,0.03246702728577558
111,CTAS,LRCX,0.032793479243859794
243,KDP,KLAC,0.034237785838115285
18,ADSK,CDW,0.03426619668298302
87,CDNS,VRTX,0.03475599576859236
117,CTSH,INTC,0.03496795800727444
75,AZN,MDLZ,0.03498040916359304
283,MELI,NFLX,0.03510724836433537
107,CSX,FANG,0.03513435194842986
1,AAPL,TTWO,0.03529918418048478
112,CTAS,LULU,0.03535187253142237
33,ADSK,MU,0.03547173232478275
79,BKNG,NFLX,0.03574235017637472
339,TXN,WBA,0.035896460209139586
324,PYPL,VRTX,0.03613095696671989
257,KLAC,VRTX,0.03615718872668044
303,NFLX,ODFL,0.03641845228463799
335,TTD,XEL,0.03664012618393364
254,KDP,TTD,0.03752015629407101
15,ADSK,AMGN,0.037645149947546745
334,TTD,WDAY,0.03767949012333468
329,TEAM,TSLA,0.03778354997609787
78,BKNG,LRCX,0.03792912805064838
97,CHTR,EXC,0.03808088505233932
122,DASH,MDB,0.03812303862486603
23,ADSK,EXC,0.03816862344925732
321,PDD,PYPL,0.038213747529526214
30,ADSK,MELI,0.038256643676281496
40,ADSK,SNPS,0.03850737225764269
90,CEG,INTU,0.03879496107856334
284,MELI,ORLY,0.03887466122080312
275,MCHP,MNST,0.03910957210751605
314,ODFL,PCAR,0.03931770079357632
4,ABNB,CTSH,0.03935868443195264
32,ADSK,MSFT,0.03947097912728712
220,GFS,GILD,0.03947218046846302
289,MRNA,PANW,0.039618578628210235
69,ANSS,CCEP,0.03965248830771451
47,AEP,LULU,0.03984127097865756
316,PANW,VRTX,0.04023810900040552
287,META,PANW,0.04042930220298305
263,LULU,MAR,0.040557034485554366
340,TXN,WBD,0.040566245442664614
123,DASH,MRVL,0.04065449320948018
227,GFS,ZS,0.04068171144967542
86,CDNS,PCAR,0.04078870192700417
338,TXN,VRTX,0.04115122204631563
139,EXC,PCAR,0.04119659410631184
48,AEP,NFLX,0.041263287301836094
223,GFS,PEP,0.04138187364752881
160,FTNT,SIRI,0.04149498429748081
13,ADI,ORLY,0.041892170725828036
65,AMD,MSFT,0.04191029405760822
305,NFLX,PCAR,0.04193901346140979
291,MSFT,MU,0.04200337652349239
64,AMD,META,0.04207688135622448
310,NXPI,PCAR,0.04211274819197334
313,NXPI,WDAY,0.04233069281867247
342,TXN,XEL,0.04233427103165703
225,GFS,SIRI,0.04240997638340405
151,FANG,XEL,0.0426003288155248
255,KLAC,MAR,0.0426670818407455
278,MCHP,PCAR,0.042694768764754094
272,MAR,WDAY,0.04314057142650799
85,CDNS,CPRT,0.04314460028367454
52,AEP,VRSK,0.04335395276080497
231,GOOG,MU,0.04364338347881397
337,TXN,VRSK,0.04368466899117566
301,MU,VRTX,0.043749106743608365
101,CSCO,VRSK,0.04378140615753537
346,VRTX,WDAY,0.04399457032746013
347,WBD,XEL,0.044002199456471054
274,MCHP,MELI,0.0443141445858916
315,PANW,TTWO,0.044489500494005886
70,ANSS,MDLZ,0.04449187792965029
84,CCEP,PYPL,0.04475597165654566
131,DDOG,VRSK,0.04476127027147325
322,PEP,SIRI,0.04476552352501869
279,MCHP,ROST,0.04490922182069194
9,ADI,BKNG,0.04496609588685486
268,MAR,NVDA,0.0451311779401551
293,MSFT,VRSK,0.045312416881846604
92,CEG,PCAR,0.045368372034965763
6,ABNB,VRSK,0.04588725938580002
341,TXN,WDAY,0.04590399648410542
105,CSGP,WBD,0.04611589796631239
62,AMAT,WDAY,0.04616698397045417
127,DDOG,GOOG,0.04617588313035276
251,KDP,PCAR,0.046276599774874735
132,DLTR,FANG,0.046416237072841225
345,VRTX,WBA,0.04643189298084302
307,NFLX,ROST,0.04661935121944565
245,KDP,MDLZ,0.04670098983650786
7,ADBE,GOOG,0.04688060184286276
330,TMUS,WBD,0.046906718945532694
235,GOOGL,MU,0.04692945682160353
136,EA,MU,0.04695528542669695
298,MU,SNPS,0.047022735078603696
133,DLTR,WBA,0.04711902447536576
270,MAR,PANW,0.047194981223648014
82,BKR,CSCO,0.047207522808882255
39,ADSK,ROST,0.04731855769988543
135,EA,MRNA,0.047407946114365225
128,DDOG,GOOGL,0.04741833065643215
5,ABNB,LRCX,0.04742464853257812
224,GFS,SBUX,0.04756077845394398
221,GFS,HON,0.04785633382824308
76,AZN,SIRI,0.04792204848464697
51,AEP,TTD,0.04808831674593989
66,AMD,MU,0.048213974062728794
146,FANG,PDD,0.04827170545558923
250,KDP,ODFL,0.04833012650693702
144,FANG,MAR,0.048518264587189185
31,ADSK,META,0.04854194424407981
56,AMAT,BKNG,0.04865672082028984
77,BIIB,TEAM,0.04874632216872702
100,COST,MRNA,0.04902643201662634
11,ADI,IDXX,0.04924744794781755
222,GFS,INTC,0.049322245947047975
103,CSGP,NFLX,0.04941289690258815
67,AMD,PANW,0.04997475009299393
95,CEG,WBA,0.04998547694726584
