,s1,s2,p-value
4407,KVUE,MMM,0.0
4552,KVUE,TYL,0.0
4431,KVUE,NI,0.0
4553,KVUE,UAL,0.0
4554,KVUE,UDR,0.0
4555,KVUE,UHS,0.0
4430,KVUE,NFLX,0.0
4429,KVUE,NEM,0.0
4556,KVUE,ULTA,0.0
4557,KVUE,UNH,0.0
4428,KVUE,NEE,0.0
4558,KVUE,UNP,0.0
4559,KVUE,UPS,0.0
4560,KVUE,URI,0.0
4561,KVUE,USB,0.0
4427,KVUE,NDSN,0.0
4426,KVUE,NDAQ,0.0
4425,KVUE,NCLH,0.0
4424,KVUE,MU,0.0
4562,KVUE,V,0.0
4432,KVUE,NKE,0.0
4550,KVUE,TXN,0.0
4433,KVUE,NOC,0.0
4434,KVUE,NOW,0.0
4439,KVUE,NUE,0.0
4535,KVUE,TFX,0.0
4536,KVUE,TGT,0.0
4537,KVUE,TJX,0.0
4538,KVUE,TMO,0.0
4539,KVUE,TMUS,0.0
4540,KVUE,TPR,0.0
4541,KVUE,TRGP,0.0
4542,KVUE,TRMB,0.0
4563,KVUE,VFC,0.0
4543,KVUE,TROW,0.0
4438,KVUE,NTRS,0.0
4437,KVUE,NTAP,0.0
4545,KVUE,TSCO,0.0
4436,KVUE,NSC,0.0
4546,KVUE,TSLA,0.0
4547,KVUE,TSN,0.0
4435,KVUE,NRG,0.0
4548,KVUE,TT,0.0
4549,KVUE,TTWO,0.0
4544,KVUE,TRV,0.0
4564,KVUE,VICI,0.0
4423,KVUE,MTD,0.0
4565,KVUE,VLO,0.0
4376,KVUE,LIN,0.0
4415,KVUE,MRNA,0.0
4578,KVUE,WEC,0.0
4579,KVUE,WELL,0.0
4580,KVUE,WFC,0.0
4377,KVUE,LKQ,0.0
4581,KVUE,WHR,0.0
4582,KVUE,WM,0.0
4583,KVUE,WMB,0.0
4577,KVUE,WDC,0.0
4378,KVUE,LLY,0.0
4379,KVUE,LMT,0.0
4380,KVUE,LNT,0.0
4381,KVUE,LOW,0.0
4414,KVUE,MRK,0.0
4585,KVUE,WRB,0.0
4586,KVUE,WRK,0.0
4587,KVUE,WST,0.0
4382,KVUE,LRCX,0.0
4413,KVUE,MPWR,0.0
4584,KVUE,WMT,0.0
4440,KVUE,NVDA,0.0
4576,KVUE,WBD,0.0
4375,KVUE,LHX,0.0
4422,KVUE,MTCH,0.0
4566,KVUE,VMC,0.0
4421,KVUE,MTB,0.0
4420,KVUE,MSI,0.0
4567,KVUE,VRSK,0.0
4419,KVUE,MSFT,0.0
4568,KVUE,VRSN,0.0
4569,KVUE,VRTX,0.0
4418,KVUE,MSCI,0.0
4575,KVUE,WBA,0.0
4417,KVUE,MS,0.0
4571,KVUE,VTRS,0.0
4416,KVUE,MRO,0.0
4572,KVUE,VZ,0.0
4371,KVUE,L,0.0
4372,KVUE,LDOS,0.0
4573,KVUE,WAB,0.0
4574,KVUE,WAT,0.0
4373,KVUE,LEN,0.0
4374,KVUE,LH,0.0
4570,KVUE,VTR,0.0
4441,KVUE,NVR,0.0
4534,KVUE,TFC,0.0
4533,KVUE,TER,0.0
4494,KVUE,RL,0.0
4495,KVUE,RMD,0.0
4470,KVUE,PLD,0.0
4469,KVUE,PKG,0.0
4496,KVUE,ROK,0.0
4468,KVUE,PHM,0.0
4497,KVUE,ROL,0.0
4498,KVUE,ROP,0.0
4467,KVUE,PH,0.0
4471,KVUE,PM,0.0
4466,KVUE,PGR,0.0
4465,KVUE,PG,0.0
4464,KVUE,PFG,0.0
4463,KVUE,PFE,0.0
4500,KVUE,RSG,0.0
4501,KVUE,RTX,0.0
