,s1,s2,p-value
213,GEHC,TTD,0.0
188,GEHC,MRVL,0.0
189,GEHC,MSFT,0.0
190,GEHC,MU,0.0
191,GEHC,NFLX,0.0
192,GEHC,NVDA,0.0
193,GEHC,NXPI,0.0
194,GEHC,ODFL,0.0
195,GEHC,ON,0.0
196,GEHC,ORLY,0.0
197,GEHC,PANW,0.0
198,GEHC,PAYX,0.0
199,GEHC,PCAR,0.0
200,GEHC,PDD,0.0
201,GEHC,PEP,0.0
202,GEHC,PYPL,0.0
204,GEHC,REGN,0.0
205,GEHC,ROP,0.0
206,GEHC,ROST,0.0
207,GEHC,SBUX,0.0
187,GEHC,MRNA,0.0
186,GEHC,MNST,0.0
185,GEHC,META,0.0
184,GEHC,MELI,0.0
164,GEHC,GFS,0.0
165,GEHC,GILD,0.0
166,GEHC,GOOG,0.0
167,GEHC,GOOGL,0.0
168,GEHC,HON,0.0
169,GEHC,IDXX,0.0
170,GEHC,ILMN,0.0
171,GEHC,INTC,0.0
172,GEHC,INTU,0.0
208,GEHC,SIRI,0.0
173,GEHC,ISRG,0.0
175,GEHC,KHC,0.0
176,GEHC,KLAC,0.0
177,GEHC,LIN,0.0
178,GEHC,LRCX,0.0
179,GEHC,LULU,0.0
180,GEHC,MAR,0.0
181,GEHC,MCHP,0.0
182,GEHC,MDB,0.0
183,GEHC,MDLZ,0.0
174,GEHC,KDP,0.0
209,GEHC,SNPS,0.0
203,GEHC,QCOM,0.0
211,GEHC,TMUS,0.0
210,GEHC,TEAM,0.0
221,GEHC,XEL,0.0
220,GEHC,WDAY,0.0
219,GEHC,WBD,0.0
218,GEHC,WBA,0.0
222,GEHC,ZS,0.0
216,GEHC,VRSK,0.0
215,GEHC,TXN,0.0
214,GEHC,TTWO,0.0
217,GEHC,VRTX,0.0
212,GEHC,TSLA,0.0
296,IDXX,MCHP,3.978098693577906e-05
378,NFLX,ORLY,5.057944554554391e-05
31,ADSK,COST,7.652750481654392e-05
281,GOOG,GOOGL,8.753877340896e-05
295,HON,TSLA,0.000422274936371218
223,GFS,GILD,0.0010856821718920463
259,GFS,PEP,0.0011407511388753263
332,LRCX,MAR,0.0014184246046362546
286,GOOG,TTWO,0.0014870451362279278
292,GOOGL,TTWO,0.0015447834600583817
3,ABNB,AMD,0.0017789284714490043
160,FAST,MU,0.001807451893059982
349,MCHP,MNST,0.0018143577236901013
413,TTD,VRSK,0.0018743368559355222
265,GFS,SBUX,0.0019359343494574732
59,AMAT,LIN,0.001991770838091373
365,MNST,NFLX,0.00208562918821311
37,ADSK,FAST,0.002123151685614149
26,ADI,MDLZ,0.002170978888371206
280,GILD,SBUX,0.0022707548939158457
54,AMAT,AVGO,0.002706114616226554
9,ABNB,LRCX,0.0029134250757520378
382,NFLX,VRTX,0.0029657102158423725
23,ADI,CCEP,0.0030677364468254184
107,CTAS,VRTX,0.0032157464786946254
279,GFS,ZS,0.0037367306403409996
105,CTAS,NFLX,0.003795614277493497
128,DASH,MU,0.003818287811025994
77,AVGO,NXPI,0.0038980920036802836
122,DASH,FAST,0.003920852886927934
411,SNPS,VRTX,0.003973624022922936
48,ADSK,TMUS,0.004050530185020678
129,DASH,NXPI,0.004068472567058462
75,AVGO,LRCX,0.004191481105307293
61,AMAT,MAR,0.004503706785489105
39,ADSK,KLAC,0.004599436644599619
297,IDXX,MDLZ,0.004791448095143698
335,LRCX,NXPI,0.005052894546813447
229,GFS,INTC,0.00512619443280902
93,CEG,FANG,0.005310493534776288
152,EXC,TMUS,0.005497059314185998
63,AMAT,NXPI,0.005625550755085008
357,MDB,TTWO,0.005900153549042357
342,LULU,WDAY,0.006025391622361085
253,GFS,ON,0.006099077857830058
386,NXPI,VRSK,0.006205539890838429
226,GFS,HON,0.006286610246201158
159,FAST,MAR,0.006371941688812502
268,GFS,TEAM,0.0065338551813936335
110,CTSH,INTC,0.0066446000492799305
104,CTAS,KLAC,0.006706562407992412
24,ADI,IDXX,0.006719801784529914
133,DDOG,MRVL,0.0070036224097220785
426,WBD,XEL,0.007050119197116004
155,FANG,REGN,0.007162208222935522
422,VRTX,WDAY,0.0072546841605661124
379,NFLX,PCAR,0.007302347490359648
314,ISRG,PCAR,0.007371490326511152
310,ISRG,KLAC,0.007446077412753042
338,LULU,PANW,0.007463733525462575
38,ADSK,INTU,0.007761792787344131
72,ANSS,MDLZ,0.008014656238046175
407,PYPL,WDAY,0.008028105150163101
41,ADSK,LRCX,0.008038244922521847
67,AMD,FAST,0.008048656526710399
47,ADSK,REGN,0.008185734824118161
36,ADSK,FANG,0.008336393781008903
375,MRNA,TTWO,0.00836001187489881
151,EXC,REGN,0.008468110863843642
154,EXC,WBD,0.008798139587450283
62,AMAT,NVDA,0.008857579122143262
266,GFS,SIRI,0.008922726409126308
294,HON,REGN,0.009113025563432135
402,PYPL,SNPS,0.00918943035899887
339,LULU,ROP,0.009342171463071543
71,ANSS,CCEP,0.009379793101420767
21,ADI,ANSS,0.009455637803587701
224,GFS,GOOG,0.00950293326546921
225,GFS,GOOGL,0.009521352551929284
157,FANG,XEL,0.009530257441235366
313,ISRG,NXPI,0.009532222553691011
82,BKNG,WDAY,0.010380188382944008
405,PYPL,VRSK,0.010797306030547762
400,PYPL,ROP,0.010977992865942792
8,ABNB,KLAC,0.011085639571405535
344,MAR,NXPI,0.011110631370812939
52,AEP,PYPL,0.011130138223192131
393,PANW,TTWO,0.01134687375252161
49,ADSK,VRTX,0.011412628680601253
241,GFS,MDLZ,0.011569448531980442
414,TTD,WBA,0.01159288020627802
348,MCHP,MDLZ,0.011916725520363419
240,GFS,MDB,0.012167849241195482
410,ROP,WDAY,0.012287928873803462
106,CTAS,PCAR,0.01238678852942049
94,CEG,NFLX,0.012915847364976946
244,GFS,MNST,0.01320481749729963
374,MRNA,TTD,0.013600592363924023
298,IDXX,MNST,0.013630871546582577
341,LULU,VRTX,0.013834331523825114
46,ADSK,PDD,0.013855338936075136
261,GFS,QCOM,0.014182071691976649
272,GFS,TTWO,0.014290898048115242
351,MCHP,ORLY,0.0145638862647584
307,INTU,PANW,0.01470572919169611
350,MCHP,NFLX,0.01525134750741636
254,GFS,ORLY,0.015253285288035512
394,PANW,VRTX,0.015425135305266159
345,MAR,ROP,0.015547047868541889
33,ADSK,CSX,0.01564109279196416
323,KDP,NVDA,0.01579488053574576
366,MNST,NVDA,0.015970411045224554
34,ADSK,CTAS,0.01600077970757465
153,EXC,VRTX,0.016107684412738674
158,FAST,LRCX,0.016160886998451574
347,MAR,WDAY,0.016236624483630696
318,KDP,LIN,0.016288680075407087
113,CTSH,MAR,0.016336527667077022
30,ADSK,CEG,0.0164541065325289
381,NFLX,ROST,0.016454203632109483
233,GFS,KHC,0.016674069254836776
57,AMAT,FAST,0.016816954729013248
354,MCHP,ROST,0.016896235846412727
264,GFS,ROST,0.016935583003032217
290,GOOGL,MRNA,0.01714337374876128
325,KDP,PYPL,0.017276251734900844
1,AAPL,TTD,0.017457530722216032
248,GFS,MU,0.01778945791930895
270,GFS,TSLA,0.01799747219272473
284,GOOG,MRNA,0.018067596438229798
11,ABNB,META,0.01820556357551696
316,ISRG,WBA,0.01825464814837111
73,ANSS,MNST,0.018398302346296438
262,GFS,REGN,0.01849298346371587
97,COST,INTU,0.01857478305460591
246,GFS,MRVL,0.0187389536267812
269,GFS,TMUS,0.018814404430000733
398,PEP,TXN,0.01883977538976438
108,CTSH,DASH,0.01884162804347685
6,ABNB,FAST,0.019028098746753916
258,GFS,PDD,0.01912447505944436
371,MNST,WDAY,0.019366056085460458
10,ABNB,MAR,0.019629427916477205
288,GOOGL,MDB,0.01988252087986941
278,GFS,XEL,0.01992297110864512
370,MNST,ORLY,0.020132139030241254
117,CTSH,MRVL,0.020191907402282907
69,AMD,PANW,0.020273332001629726
404,PYPL,TTWO,0.02028519952381045
140,EA,INTC,0.020321265170642373
377,MSFT,PANW,0.020374828884538225
373,MRNA,PANW,0.0204257994750749
257,GFS,PCAR,0.02053632130113982
243,GFS,META,0.02055155298878382
274,GFS,VRTX,0.020590871401716015
64,AMAT,PCAR,0.020626742686336526
42,ADSK,MU,0.020805449704455848
58,AMAT,KLAC,0.020806521128322847
388,NXPI,XEL,0.020914938738088116
256,GFS,PAYX,0.020952629579152938
328,KLAC,PCAR,0.021042842659106532
396,PAYX,ZS,0.021059027802117575
230,GFS,INTU,0.021304256189213267
395,PANW,WDAY,0.02141929832349586
27,ADI,MNST,0.02154334543473155
383,NXPI,PCAR,0.021555718140294573
320,KDP,META,0.021556198027913934
74,ASML,CCEP,0.021810684459250433
282,GOOG,MDB,0.021897621138230284
368,MNST,ODFL,0.021939434374795334
235,GFS,LIN,0.021975081009546763
362,MELI,REGN,0.02201333438311271
237,GFS,LULU,0.022047751726535968
301,ILMN,INTU,0.02205059688207144
247,GFS,MSFT,0.022057293596937637
343,MAR,MU,0.022290230438755273
337,LULU,MELI,0.022349076271489715
65,AMAT,ROP,0.022486876063389102
403,PYPL,TTD,0.022784460422683447
102,CSX,FANG,0.022793703544634565
255,GFS,PANW,0.022827997639029582
56,AMAT,CCEP,0.022830595141436996
273,GFS,VRSK,0.02294928700895796
267,GFS,SNPS,0.023060327400496558
109,CTSH,DDOG,0.023097235940451433
322,KDP,MSFT,0.023164270305387903
84,CCEP,ISRG,0.023358781260532455
232,GFS,KDP,0.023507501925122663
119,CTSH,PANW,0.02367116560628585
90,CCEP,NVDA,0.023807432601267785
363,META,MSFT,0.02408559923582012
416,TTWO,VRTX,0.02423413829628988
88,CCEP,MCHP,0.024377898713892152
334,LRCX,NVDA,0.024457946017294716
250,GFS,NVDA,0.024724912222482975
263,GFS,ROP,0.025132842344749218
319,KDP,LRCX,0.02522313489087427
304,ILMN,SNPS,0.02539686164414077
238,GFS,MAR,0.025408048851847456
127,DASH,MSFT,0.025458279698292886
234,GFS,KLAC,0.025513447305112756
76,AVGO,MAR,0.02556238144764674
148,EXC,FANG,0.0256107674280859
252,GFS,ODFL,0.025616007017791525
245,GFS,MRNA,0.026334947948837208
275,GFS,WBA,0.02646998747568015
358,MDLZ,MELI,0.02701830995714306
249,GFS,NFLX,0.027164633927699113
236,GFS,LRCX,0.027227650967412236
231,GFS,ISRG,0.027365853276309044
