,first_stock,second_stock,from_date,from_signal,To_date,To_signal,Hedge Ratio
66,IDXX,ORLY,2024-4-1,0.0,2024-4-2,0.0,-2.0739137798932763
67,AEP,PYPL,2024-4-1,-1.0,2024-4-2,0.0,-0.7487818723478082
68,IDXX,PCAR,2024-4-1,-1.0,2024-4-2,0.0,-0.22137179073511395
69,ISRG,VRTX,2024-4-1,0.0,2024-4-2,0.0,-1.0611705376449387
70,ILMN,ROP,2024-4-1,0.0,2024-4-2,0.0,-4.085502715469302
71,CCEP,WDAY,2024-4-1,0.0,2024-4-2,0.0,-3.8393349137738992
72,WBD,XEL,2024-4-1,0.0,2024-4-2,0.0,-5.578837525489148
73,ABNB,CDNS,2024-4-1,0.0,2024-4-2,0.0,-1.8995953952708309
74,ILMN,PANW,2024-4-1,0.0,2024-4-2,0.0,-2.1349847859951243
75,ROP,WDAY,2024-4-1,0.0,2024-4-2,0.0,-0.4983461466519119
76,PYPL,XEL,2024-4-1,0.0,2024-4-2,0.0,-0.8213895200832865
77,ADSK,VRTX,2024-4-1,0.0,2024-4-2,0.0,-1.6058448099137124
78,ISRG,MNST,2024-4-1,0.0,2024-4-2,0.0,-0.14998016015977558
79,ILMN,WDAY,2024-4-1,0.0,2024-4-2,0.0,-2.040197155884537
80,ABNB,COST,2024-4-1,0.0,2024-4-2,0.0,-4.47194757923144
81,IDXX,ROST,2024-4-1,0.0,2024-4-2,0.0,-0.26986358444263764
82,ADSK,ORLY,2024-4-1,0.0,2024-4-2,-1.0,-4.319887501688015
83,FANG,REGN,2024-4-1,0.0,2024-4-2,0.0,-5.032182322521317
84,CTSH,MRVL,2024-4-1,0.0,2024-4-2,0.0,-0.9298937116928633
85,CSGP,WBD,2024-4-1,0.0,2024-4-2,0.0,-0.09003727502592729
86,AMAT,NXPI,2024-4-1,0.0,2024-4-2,0.0,-1.1841032892633063
87,AMAT,NVDA,2024-4-1,0.0,2024-4-2,0.0,-4.317821113698406
88,ILMN,VRSK,2024-4-1,0.0,2024-4-2,0.0,-1.742828442096925
89,INTU,WBA,2024-4-1,0.0,2024-4-2,0.0,-0.03215205887064857
90,ADSK,AMAT,2024-4-1,0.0,2024-4-2,0.0,-0.7877232993398429
91,ABNB,WBA,2024-4-1,0.0,2024-4-2,0.0,-0.12621380148239575
92,ABNB,ODFL,2024-4-1,0.0,2024-4-2,0.0,-1.3244888350082853
93,DDOG,MRNA,2024-4-1,0.0,2024-4-2,0.0,-0.8333616628382211
94,PANW,WDAY,2024-4-1,0.0,2024-4-2,0.0,-0.9521927066785182
95,FANG,XEL,2024-4-1,0.0,2024-4-2,-1.0,-0.27519296849299957
96,KDP,TTD,2024-4-1,0.0,2024-4-2,0.0,-2.7194364684533383
97,AVGO,DASH,2024-4-1,0.0,2024-4-2,0.0,-0.10212624699767668
98,MELI,PCAR,2024-4-1,0.0,2024-4-2,0.0,-0.07708160582291804
99,INTU,PANW,2024-4-1,0.0,2024-4-2,0.0,-0.4471949535840875
100,GFS,ZS,2024-4-1,0.0,2024-4-2,0.0,-3.76197122016767
101,ILMN,MSFT,2024-4-1,0.0,2024-4-2,0.0,-3.1010515374482748
102,PCAR,WDAY,2024-4-1,0.0,2024-4-2,0.0,-2.270377669027665
103,CTSH,NXPI,2024-4-1,0.0,2024-4-2,0.0,-3.2414645181328376
104,PAYX,ZS,2024-4-1,0.0,2024-4-2,0.0,-1.6391870754203315
105,ADSK,CSX,2024-4-1,1.0,2024-4-2,0.0,-0.14308972788776111
106,ABNB,LIN,2024-4-1,0.0,2024-4-2,0.0,-2.8240241386607217
107,MCHP,PCAR,2024-4-1,0.0,2024-4-2,0.0,-1.348821093735105
108,PANW,VRTX,2024-4-1,0.0,2024-4-2,0.0,-1.4391840262064373
109,EXC,VRTX,2024-4-1,0.0,2024-4-2,0.0,-11.179613101417546
110,CHTR,DXCM,2024-4-1,0.0,2024-4-2,0.0,-0.45767445486677427
111,ABNB,CEG,2024-4-1,0.0,2024-4-2,0.0,-1.0686175226705477
112,DDOG,INTC,2024-4-1,0.0,2024-4-2,0.0,-0.34763954103820766
113,CCEP,DASH,2024-4-1,0.0,2024-4-2,0.0,-1.8585900533772928
114,NXPI,XEL,2024-4-1,0.0,2024-4-2,0.0,-0.21634736872196084
115,ABNB,CPRT,2024-4-1,0.0,2024-4-2,0.0,-0.3431477303377124
116,MRNA,PANW,2024-4-1,0.0,2024-4-2,0.0,-2.7516798727872693
117,EXC,WBD,2024-4-1,0.0,2024-4-2,0.0,-0.2225781967688916
118,ABNB,AMAT,2024-4-1,0.0,2024-4-2,0.0,-1.2489580504067417
119,DASH,NXPI,2024-4-1,0.0,2024-4-2,0.0,-1.807293674880039
120,CCEP,NFLX,2024-4-1,0.0,2024-4-2,0.0,-8.5511190295662
121,ADSK,LIN,2024-4-1,0.0,2024-4-2,0.0,-1.7811703379818382
122,LULU,PANW,2024-4-1,0.0,2024-4-2,0.0,-0.6758239588008536
123,NXPI,SNPS,2024-4-1,0.0,2024-4-2,0.0,-2.3579035362397236
124,ADSK,CEG,2024-4-1,0.0,2024-4-2,0.0,-0.6739711696118325
125,MNST,VRSK,2024-4-1,0.0,2024-4-2,0.0,-3.9151856073849265
126,PCAR,ROP,2024-4-1,0.0,2024-4-2,-1.0,-4.5463147573692435
127,MELI,REGN,2024-4-1,0.0,2024-4-2,0.0,-0.6219284901724238
128,ABNB,WDAY,2024-4-1,0.0,2024-4-2,0.0,-1.6842806601430538
129,AAPL,MRNA,2024-4-1,0.0,2024-4-2,0.0,-0.5965083088499497
130,AMAT,FAST,2024-4-1,0.0,2024-4-2,0.0,-0.3693235009558876
131,KLAC,NXPI,2024-4-1,0.0,2024-4-2,0.0,-0.35007643783792186
132,CTSH,LRCX,2024-4-1,0.0,2024-4-2,0.0,-12.733525590795137
133,LIN,NFLX,2024-4-1,0.0,2024-4-2,0.0,-1.3205334707947087
134,ODFL,WDAY,2024-4-1,0.0,2024-4-2,0.0,-1.2651718160440228
135,INTU,MAR,2024-4-1,0.0,2024-4-2,0.0,-0.38830410266907905
136,CEG,NFLX,2024-4-1,0.0,2024-4-2,0.0,-3.4662882162961743
137,MNST,WDAY,2024-4-1,0.0,2024-4-2,0.0,-4.588742788291697
138,ABNB,BKNG,2024-4-1,0.0,2024-4-2,0.0,-21.835989125232324
139,ADSK,EXC,2024-4-1,0.0,2024-4-2,-1.0,-0.14144916700141247
140,GOOG,META,2024-4-1,0.0,2024-4-2,0.0,-3.313803136279478
141,ABNB,SNPS,2024-4-1,0.0,2024-4-2,0.0,-3.5192386604346586
142,CTSH,DDOG,2024-4-1,0.0,2024-4-2,0.0,-1.641132287152279
143,GFS,TEAM,2024-4-1,0.0,2024-4-2,0.0,-3.704459531363754
144,ILMN,TTD,2024-4-1,0.0,2024-4-2,0.0,-0.6193901996293175
145,MELI,VRTX,2024-4-1,0.0,2024-4-2,0.0,-0.2684920405168663
146,ANSS,CPRT,2024-4-1,0.0,2024-4-2,0.0,-0.16361292498237084
147,ADSK,PDD,2024-4-1,0.0,2024-4-2,0.0,-0.46955550501484256
148,MNST,ROP,2024-4-1,0.0,2024-4-2,0.0,-9.184011366458657
149,AVGO,MAR,2024-4-1,0.0,2024-4-2,0.0,-0.19115616048375475
150,ABNB,INTU,2024-4-1,0.0,2024-4-2,0.0,-3.9349190489946597
151,MELI,PYPL,2024-4-1,0.0,2024-4-2,0.0,-0.041100919346633145
152,KDP,TTWO,2024-4-1,0.0,2024-4-2,0.0,-4.816850726841215
153,ABNB,CCEP,2024-4-1,0.0,2024-4-2,0.0,-0.43109099742794993
154,EA,ILMN,2024-4-1,0.0,2024-4-2,0.0,-0.9851870396920365
155,ILMN,MELI,2024-4-1,0.0,2024-4-2,0.0,-11.470696298261103
156,ILMN,MRNA,2024-4-1,0.0,2024-4-2,0.0,-0.7706350067208214
157,TXN,ZS,2024-4-1,0.0,2024-4-2,0.0,-1.167382559211016
158,DXCM,ORLY,2024-4-1,0.0,2024-4-2,0.0,-8.339389105047678
159,CTSH,KLAC,2024-4-1,0.0,2024-4-2,0.0,-9.260250215405687
160,ILMN,MDB,2024-4-1,1.0,2024-4-2,0.0,-2.752932892093576
161,MCHP,PYPL,2024-4-1,0.0,2024-4-2,0.0,-0.7056673646683639
162,MCHP,MDLZ,2024-4-1,0.0,2024-4-2,0.0,-0.7954899048019556
163,ILMN,MAR,2024-4-1,1.0,2024-4-2,0.0,-1.853208070941632
164,CDNS,WDAY,2024-4-1,0.0,2024-4-2,0.0,-0.8835728027811042
165,ILMN,LRCX,2024-4-1,0.0,2024-4-2,0.0,-7.062239370333566
166,MAR,PCAR,2024-4-1,0.0,2024-4-2,0.0,-0.47619871688871307
167,CTSH,DASH,2024-4-1,0.0,2024-4-2,0.0,-1.7768370280388497
168,GFS,SBUX,2024-4-1,0.0,2024-4-2,0.0,-1.72037114867506
169,ABNB,CDW,2024-4-1,0.0,2024-4-2,-1.0,-1.532027114885501
170,TTD,XEL,2024-4-1,0.0,2024-4-2,0.0,-0.6214057705633927
171,PAYX,SBUX,2024-4-1,0.0,2024-4-2,0.0,-0.749371081486666
172,BKR,PYPL,2024-4-1,0.0,2024-4-2,0.0,-1.8650582351407166
173,PAYX,PCAR,2024-4-1,0.0,2024-4-2,0.0,-0.9814512812395848
174,ABNB,REGN,2024-4-1,0.0,2024-4-2,0.0,-5.895677206298701
175,DASH,LIN,2024-4-1,0.0,2024-4-2,0.0,-3.433954209087625
176,MSFT,PANW,2024-4-1,0.0,2024-4-2,0.0,-0.6864150822302021
177,PAYX,ROST,2024-4-1,0.0,2024-4-2,0.0,-1.1955238210132622
178,ADSK,WDAY,2024-4-1,0.0,2024-4-2,0.0,-1.0624204768725014
179,TMUS,WBD,2024-4-1,0.0,2024-4-2,0.0,-0.05245908034293474
180,ABNB,VRSK,2024-4-1,0.0,2024-4-2,-1.0,-1.4383992462090083
181,ABNB,XEL,2024-4-1,0.0,2024-4-2,-1.0,-0.3228273625121095
182,ASML,CCEP,2024-4-1,0.0,2024-4-2,0.0,-0.07276883458559034
183,REGN,ROST,2024-4-1,0.0,2024-4-2,0.0,-0.15095451337769475
184,DDOG,EA,2024-4-1,0.0,2024-4-2,0.0,-1.074562810540237
185,DDOG,MAR,2024-4-1,0.0,2024-4-2,0.0,-2.0117549188804933
186,EA,MRNA,2024-4-1,0.0,2024-4-2,0.0,-0.7690671207653261
187,DDOG,GFS,2024-4-1,0.0,2024-4-2,0.0,-0.4195609225838086
188,FTNT,MNST,2024-4-1,0.0,2024-4-2,0.0,-0.8522195667331203
189,AEP,CSCO,2024-4-1,0.0,2024-4-2,0.0,-0.5871929186301821
190,ISRG,PCAR,2024-4-1,0.0,2024-4-2,0.0,-0.3048837392670812
191,INTU,KLAC,2024-4-1,0.0,2024-4-2,0.0,-1.0755811994321873
192,ILMN,VRTX,2024-4-1,0.0,2024-4-2,0.0,-3.0828611754604607
193,IDXX,LIN,2024-4-1,0.0,2024-4-2,0.0,-0.8550303310080801
194,EA,MRVL,2024-4-1,0.0,2024-4-2,0.0,-0.5187333882290374
195,CDNS,VRTX,2024-4-1,0.0,2024-4-2,0.0,-1.335937057005031
196,ADI,BKNG,2024-4-1,0.0,2024-4-2,0.0,-18.357752018581266
197,ADSK,AVGO,2024-4-1,0.0,2024-4-2,0.0,-5.049363185940904
198,AAPL,PYPL,2024-4-1,-1.0,2024-4-2,0.0,-0.3640758276146916
199,ABNB,ORLY,2024-4-1,0.0,2024-4-2,-1.0,-6.844695231298322
200,IDXX,ODFL,2024-4-1,0.0,2024-4-2,0.0,-0.40094939581653655
201,AMZN,MRNA,2024-4-1,0.0,2024-4-2,0.0,-0.5825912360381006
202,CSCO,MDLZ,2024-4-1,0.0,2024-4-2,0.0,-1.4074910448882585
203,PAYX,TMUS,2024-4-1,0.0,2024-4-2,0.0,-1.3288771084556066
204,ANSS,BKNG,2024-4-1,0.0,2024-4-2,0.0,-10.411814061452482
205,DDOG,ILMN,2024-4-1,0.0,2024-4-2,0.0,-1.068878493014628
206,EA,FAST,2024-4-1,0.0,2024-4-2,0.0,-0.5629625078130143
207,ANSS,SIRI,2024-4-1,0.0,2024-4-2,0.0,-0.011718038439279838
208,CSCO,MCHP,2024-4-1,0.0,2024-4-2,0.0,-1.7484835200079873
209,DLTR,ILMN,2024-4-1,0.0,2024-4-2,0.0,-0.9885405855769348
210,AAPL,TTD,2024-4-1,0.0,2024-4-2,0.0,-0.4806119075869279
211,CSGP,ORLY,2024-4-1,1.0,2024-4-2,0.0,-11.97475541610067
212,CTSH,WBA,2024-4-1,0.0,2024-4-2,0.0,-0.2736671059964959
213,CTSH,NVDA,2024-4-1,0.0,2024-4-2,0.0,-11.831300855845114
214,TXN,VRTX,2024-4-1,0.0,2024-4-2,0.0,-2.429774609436413
215,ILMN,ZS,2024-4-1,0.0,2024-4-2,0.0,-1.484479115104106
216,MDLZ,MNST,2024-4-1,0.0,2024-4-2,0.0,-0.8213767536517355
217,ROP,VRTX,2024-4-1,0.0,2024-4-2,0.0,-0.7529980191287788
218,ROST,WDAY,2024-4-1,0.0,2024-4-2,0.0,-1.8742292690477014
219,PAYX,ROP,2024-4-1,0.0,2024-4-2,0.0,-4.520072958900444
220,DDOG,NXPI,2024-4-1,0.0,2024-4-2,0.0,-1.9539377111952236
221,DDOG,VRTX,2024-4-1,0.0,2024-4-2,0.0,-3.346662481687135
222,DASH,INTU,2024-4-1,0.0,2024-4-2,0.0,-4.784036302401608
223,PANW,PYPL,2024-4-1,-1.0,2024-4-2,0.0,-0.21924498149068486
224,ABNB,ROST,2024-4-1,0.0,2024-4-2,0.0,-0.8913362523447844
225,DDOG,LRCX,2024-4-1,0.0,2024-4-2,0.0,-7.671410144369486
226,ILMN,ODFL,2024-4-1,1.0,2024-4-2,0.0,-1.6033263446370527
227,AEP,VRSK,2024-4-1,0.0,2024-4-2,0.0,-2.794863071299708
228,CCEP,LRCX,2024-4-1,0.0,2024-4-2,0.0,-13.365990754395062
229,ADSK,PANW,2024-4-1,0.0,2024-4-2,0.0,-1.111699520450586
230,IDXX,VRTX,2024-4-1,0.0,2024-4-2,0.0,-0.7708215606213735
231,MRNA,VRSK,2024-4-1,0.0,2024-4-2,0.0,-2.2446004042402463
232,PYPL,ZS,2024-4-1,1.0,2024-4-2,0.0,-3.1212112753460706
233,EA,ZS,2024-4-1,0.0,2024-4-2,0.0,-1.4846868171808967
234,EA,MSFT,2024-4-1,0.0,2024-4-2,0.0,-3.109833618236003
235,MRVL,NXPI,2024-4-1,0.0,2024-4-2,0.0,-3.4368105102970836
236,CDNS,DASH,2024-4-1,0.0,2024-4-2,0.0,-0.4284157468615694
237,CEG,WBD,2024-4-1,0.0,2024-4-2,0.0,-0.04743493464408121
238,ANSS,PYPL,2024-4-1,0.0,2024-4-2,0.0,-0.18531345186248105
239,ILMN,INTC,2024-4-1,0.0,2024-4-2,0.0,-0.3206599338947212
240,PANW,SNPS,2024-4-1,0.0,2024-4-2,0.0,-1.989723138127645
241,AVGO,MSFT,2024-4-1,0.0,2024-4-2,0.0,-0.31996280914964986
242,DDOG,FAST,2024-4-1,0.0,2024-4-2,0.0,-0.6093886693130248
243,EA,PANW,2024-4-1,0.0,2024-4-2,0.0,-2.140852015119045
244,ADSK,CRWD,2024-4-1,0.0,2024-4-2,0.0,-1.2411750689482612
245,DASH,PANW,2024-4-1,0.0,2024-4-2,0.0,-2.1436509438541744
246,EXC,FANG,2024-4-1,0.0,2024-4-2,0.0,-5.097152723032941
247,MRNA,MSFT,2024-4-1,0.0,2024-4-2,0.0,-3.9957935458315266
248,FAST,NXPI,2024-4-1,0.0,2024-4-2,0.0,-3.1668924580809428
249,CCEP,LIN,2024-4-1,0.0,2024-4-2,0.0,-6.455334890522571
250,MSFT,VRTX,2024-4-1,0.0,2024-4-2,0.0,-0.9915386717759055
251,CDNS,INTU,2024-4-1,0.0,2024-4-2,0.0,-2.0640999028539766
252,PAYX,PDD,2024-4-1,0.0,2024-4-2,0.0,-0.9992404881419135
253,AEP,DLTR,2024-4-1,0.0,2024-4-2,0.0,-1.5855645492183787
254,ADBE,ILMN,2024-4-1,0.0,2024-4-2,0.0,-0.2553307875846516
255,DDOG,WBA,2024-4-1,0.0,2024-4-2,0.0,-0.1656756347001657
256,CTSH,LIN,2024-4-1,0.0,2024-4-2,0.0,-6.157486241276822
257,AZN,MDLZ,2024-4-1,0.0,2024-4-2,0.0,-1.053158583075873
258,PAYX,VRSK,2024-4-1,0.0,2024-4-2,0.0,-1.9274498598793937
259,GOOGL,KDP,2024-4-1,0.0,2024-4-2,0.0,-0.20229198436781462
260,DLTR,PYPL,2024-4-1,0.0,2024-4-2,0.0,-0.4702123453005241
261,CTSH,ODFL,2024-4-1,0.0,2024-4-2,0.0,-2.888877321220156
262,DDOG,KLAC,2024-4-1,0.0,2024-4-2,1.0,-5.576598143160121
263,DASH,SNPS,2024-4-1,0.0,2024-4-2,0.0,-4.2810930597678345
264,MCHP,MELI,2024-4-1,0.0,2024-4-2,0.0,-17.416406995534125
265,GOOG,KDP,2024-4-1,0.0,2024-4-2,0.0,-0.2007899260665646
266,EXC,PDD,2024-4-1,0.0,2024-4-2,0.0,-3.2911745559239947
267,LIN,LRCX,2024-4-1,0.0,2024-4-2,0.0,-2.0616431092538794
268,CTSH,PANW,2024-4-1,0.0,2024-4-2,0.0,-3.8467651081720624
269,EXC,PANW,2024-4-1,0.0,2024-4-2,0.0,-7.75009466290253
270,ADI,MELI,2024-4-1,0.0,2024-4-2,0.0,-7.960839601548078
271,TXN,VRSK,2024-4-1,0.0,2024-4-2,0.0,-1.37274954154993
272,TXN,WDAY,2024-4-1,0.0,2024-4-2,0.0,-1.6072326622305764
273,FAST,PCAR,2024-4-1,-1.0,2024-4-2,0.0,-1.5627418318556705
274,GFS,QCOM,2024-4-1,0.0,2024-4-2,0.0,-3.1393143106148926
275,ADSK,MSFT,2024-4-1,0.0,2024-4-2,-1.0,-1.6155182692658892
276,CSX,NXPI,2024-4-1,0.0,2024-4-2,0.0,-6.40997018004285
277,LIN,WDAY,2024-4-1,0.0,2024-4-2,0.0,-0.5953735386037161
278,CDNS,MELI,2024-4-1,0.0,2024-4-2,0.0,-4.967772842146623
279,MNST,TTD,2024-4-1,0.0,2024-4-2,0.0,-1.3900338808411443
280,LRCX,PCAR,2024-4-1,0.0,2024-4-2,0.0,-0.12517687487586943
281,AVGO,PANW,2024-4-1,0.0,2024-4-2,0.0,-0.22012630774270978
282,AVGO,FAST,2024-4-1,0.0,2024-4-2,0.0,-0.05792316064593869
283,MDLZ,MELI,2024-4-1,0.0,2024-4-2,0.0,-21.592826711848698
284,ADI,ORLY,2024-4-1,0.0,2024-4-2,0.0,-5.755393704488561
285,CCEP,MELI,2024-4-1,0.0,2024-4-2,0.0,-21.6199260360098
286,PAYX,XEL,2024-4-1,0.0,2024-4-2,0.0,-0.4321763798612759
287,ILMN,MRVL,2024-4-1,0.0,2024-4-2,0.0,-0.5181109233190854
288,PAYX,QCOM,2024-4-1,0.0,2024-4-2,0.0,-1.367544506118608
289,KLAC,NFLX,2024-4-1,0.0,2024-4-2,0.0,-0.8804110651124826
290,COST,INTU,2024-4-1,0.0,2024-4-2,0.0,-0.8787619905259327
291,DLTR,ODFL,2024-4-1,0.0,2024-4-2,0.0,-1.6092317900132433
292,MNST,NVDA,2024-4-1,0.0,2024-4-2,0.0,-14.887622817457599
293,ILMN,ISRG,2024-4-1,0.0,2024-4-2,0.0,-2.897113731625395
