,first_stock,second_stock,from_date,from_signal,To_date,To_signal,Hedge Ratio
0,GEHC,STE,2023-8-18,0.0,2023-8-21,1.0,-3.0331645464964154
1,GEHC,HUM,2023-8-18,0.0,2023-8-21,1.0,-6.431275229086268
2,GEHC,JNJ,2023-8-18,0.0,2023-8-21,1.0,-2.283128421554634
3,CHRW,RTX,2023-8-18,-1.0,2023-8-21,0.0,-0.8957591992211398
