,first_stock,second_stock,from_date,from_signal,To_date,To_signal,Hedge Ratio
0,HON,TSLA,2024-3-21,0.0,2024-3-22,0.0,-0.8873708966924233
1,GOOG,GOOGL,2024-3-21,0.0,2024-3-22,0.0,-0.9857809053195848
2,GOOG,GOOGL,2024-3-21,0.0,2024-3-22,0.0,-0.9857809053195848
3,GFS,PEP,2024-3-21,0.0,2024-3-22,0.0,-3.115810672201914
4,GOOG,TTWO,2024-3-21,0.0,2024-3-22,0.0,-1.0240626378307525
5,GOOG,TTWO,2024-3-21,0.0,2024-3-22,0.0,-1.0240626378307525
6,CTAS,VRTX,2024-3-21,0.0,2024-3-22,0.0,-0.6612723813054306
7,GOOGL,TTWO,2024-3-21,0.0,2024-3-22,0.0,-1.0316552352553086
8,GOOGL,TTWO,2024-3-21,0.0,2024-3-22,0.0,-1.0316552352553086
9,ADI,MDLZ,2024-3-21,0.0,2024-3-22,0.0,-0.37055036587732865
10,MCHP,MNST,2024-3-21,0.0,2024-3-22,0.0,-0.6674713919449611
11,TTD,VRSK,2024-3-21,0.0,2024-3-22,0.0,-2.9002615081521634
12,ADI,CCEP,2024-3-21,0.0,2024-3-22,0.0,-0.3632558663953078
13,MNST,NFLX,2024-3-21,1.0,2024-3-22,0.0,-10.114169367585736
14,AMAT,LIN,2024-3-21,0.0,2024-3-22,0.0,-2.2634658920320967
15,GFS,SBUX,2024-3-21,0.0,2024-3-22,0.0,-1.712714073073595
16,ADSK,KLAC,2024-3-21,0.0,2024-3-22,0.0,-2.6634655952480113
17,ADSK,KLAC,2024-3-21,0.0,2024-3-22,0.0,-2.6634655952480113
18,NXPI,WDAY,2024-3-21,0.0,2024-3-22,0.0,-1.1382048311872808
19,NXPI,WDAY,2024-3-21,0.0,2024-3-22,0.0,-1.1382048311872808
20,ANSS,MDLZ,2024-3-21,0.0,2024-3-22,0.0,-0.2127111705907799
21,AMAT,AVGO,2024-3-21,0.0,2024-3-22,0.0,-6.362834695948932
22,AMAT,AVGO,2024-3-21,0.0,2024-3-22,0.0,-6.362834695948932
23,IDXX,MDLZ,2024-3-21,0.0,2024-3-22,0.0,-0.13213532199823605
24,MRNA,TTWO,2024-3-21,0.0,2024-3-22,0.0,-1.4466146966662758
25,AMAT,MAR,2024-3-21,0.0,2024-3-22,0.0,-1.2287757247952698
26,ADSK,FAST,2024-3-21,0.0,2024-3-22,0.0,-0.28961928984225294
27,AVGO,LRCX,2024-3-21,0.0,2024-3-22,0.0,-0.7286098576469968
28,AVGO,LRCX,2024-3-21,0.0,2024-3-22,0.0,-0.7286098576453555
29,FAST,MAR,2024-3-21,0.0,2024-3-22,0.0,-3.2841010793144956
30,SNPS,VRTX,2024-3-21,0.0,2024-3-22,0.0,-0.722898286860127
31,LRCX,NXPI,2024-3-21,0.0,2024-3-22,0.0,-0.2578938804957779
32,LRCX,NXPI,2024-3-21,0.0,2024-3-22,0.0,-0.2578938804957779
33,GFS,INTC,2024-3-21,0.0,2024-3-22,0.0,-0.8036106824745903
34,GFS,INTC,2024-3-21,0.0,2024-3-22,0.0,-0.8036106824745903
35,CEG,FANG,2024-3-21,0.0,2024-3-22,0.0,-1.1045699303675738
36,DASH,FAST,2024-3-21,0.0,2024-3-22,0.0,-0.5738854300923278
37,NFLX,VRTX,2024-3-21,0.0,2024-3-22,0.0,-0.6840020957502818
38,VRTX,WDAY,2024-3-21,0.0,2024-3-22,0.0,-0.6650918285057289
39,ADSK,REGN,2024-3-21,0.0,2024-3-22,0.0,-3.7256703023563422
40,GFS,TEAM,2024-3-21,0.0,2024-3-22,0.0,-3.760747201437652
41,GFS,TEAM,2024-3-21,0.0,2024-3-22,0.0,-3.760747201437652
42,BKNG,WDAY,2024-3-21,0.0,2024-3-22,0.0,-0.07847043477905273
43,ADSK,TMUS,2024-3-21,0.0,2024-3-22,0.0,-0.6266767598097457
44,CCEP,ISRG,2024-3-21,0.0,2024-3-22,0.0,-5.420172896593083
45,ILMN,INTU,2024-3-21,0.0,2024-3-22,1.0,-4.7752789082711
46,ADSK,FANG,2024-3-21,0.0,2024-3-22,0.0,-0.713236884612859
47,CTAS,KLAC,2024-3-21,0.0,2024-3-22,0.0,-1.095952358915936
48,AMAT,NXPI,2024-3-21,0.0,2024-3-22,0.0,-1.1961459624571886
49,AMAT,NXPI,2024-3-21,0.0,2024-3-22,0.0,-1.1961459624571886
50,MAR,WDAY,2024-3-21,1.0,2024-3-22,0.0,-1.1080864685492786
51,DDOG,MRVL,2024-3-21,0.0,2024-3-22,0.0,-0.5544727826004824
52,DDOG,MRVL,2024-3-21,0.0,2024-3-22,0.0,-0.5544727826004824
53,LULU,ROP,2024-3-21,1.0,2024-3-22,-1.0,-1.1965516290292313
54,ILMN,SNPS,2024-3-21,0.0,2024-3-22,0.0,-4.242631718988517
55,ABNB,KLAC,2024-3-21,0.0,2024-3-22,0.0,-4.256298513244808
56,LULU,WDAY,2024-3-21,1.0,2024-3-22,-1.0,-0.6043718242582032
57,AMAT,NVDA,2024-3-21,0.0,2024-3-22,0.0,-4.256645277049541
58,AMAT,NVDA,2024-3-21,0.0,2024-3-22,0.0,-4.256645277049541
59,LULU,VRTX,2024-3-21,1.0,2024-3-22,-1.0,-0.9063162440244229
60,GFS,HON,2024-3-21,0.0,2024-3-22,0.0,-3.700272584192947
61,TTD,WBA,2024-3-21,0.0,2024-3-22,0.0,-0.2534060235475666
62,GFS,SIRI,2024-3-21,0.0,2024-3-22,0.0,-0.07757316514639769
63,PYPL,TTWO,2024-3-21,1.0,2024-3-22,0.0,-2.3693062859760348
64,LULU,PANW,2024-3-21,1.0,2024-3-22,0.0,-0.6397378344531355
65,FANG,XEL,2024-3-21,0.0,2024-3-22,0.0,-0.2827973269744368
66,KDP,NVDA,2024-3-21,0.0,2024-3-22,0.0,-28.5379699764793
67,MCHP,MDLZ,2024-3-21,0.0,2024-3-22,0.0,-0.8129947824062553
