,first_stock,second_stock,from_date,from_signal,To_date,To_signal,Hedge Ratio
43,EXC,MOS,2023-11-7,0.0,2023-11-8,-1.0,-0.8301921036197178
44,KMI,MDLZ,2023-11-7,0.0,2023-11-8,-1.0,-3.799625104357496
45,HIG,HSY,2023-11-7,0.0,2023-11-8,-1.0,-2.5839690898259606
46,CBRE,ECL,2023-11-7,1.0,2023-11-8,0.0,-2.3249433764614085
47,AXON,CSGP,2023-11-7,0.0,2023-11-8,1.0,-0.35565367293988565
48,O,PODD,2023-11-7,-1.0,2023-11-8,0.0,-2.8706912391297785
49,AES,PSA,2023-11-7,1.0,2023-11-8,0.0,-16.29303326669193
50,HST,MTCH,2023-11-7,1.0,2023-11-8,0.0,-2.0021429175541763
51,CMA,CMI,2023-11-7,1.0,2023-11-8,0.0,-5.317312341306625
52,AXON,TAP,2023-11-7,0.0,2023-11-8,1.0,-0.27654352538168175
53,HST,T,2023-11-7,1.0,2023-11-8,0.0,-0.8929136506464255
54,ROK,SYF,2023-11-7,-1.0,2023-11-8,0.0,-0.10764401828946381
55,GILD,MOS,2023-11-7,0.0,2023-11-8,-1.0,-0.4226113988905473
56,HST,PG,2023-11-7,1.0,2023-11-8,0.0,-8.87335275283726
57,HBAN,MKTX,2023-11-7,1.0,2023-11-8,0.0,-20.121309325078307
58,AVY,BIIB,2023-11-7,0.0,2023-11-8,1.0,-1.3884187226747704
59,CRL,MGM,2023-11-7,0.0,2023-11-8,-1.0,-0.20261791133596116
60,HST,MOS,2023-11-7,1.0,2023-11-8,0.0,-1.9862660062136972
61,HST,ZTS,2023-11-7,0.0,2023-11-8,-1.0,-9.82196711677336
62,FITB,PLD,2023-11-7,1.0,2023-11-8,0.0,-4.120125048488694
63,FITB,LKQ,2023-11-7,1.0,2023-11-8,0.0,-1.822509269442044
64,HST,MKTX,2023-11-7,1.0,2023-11-8,0.0,-12.82242083391119
65,ARE,EXR,2023-11-7,0.0,2023-11-8,-1.0,-1.11654078607219
66,TFC,V,2023-11-7,1.0,2023-11-8,0.0,-8.0246108989045
67,CNC,KDP,2023-11-7,1.0,2023-11-8,0.0,-0.4261651055480725
68,AXON,GNRC,2023-11-7,-1.0,2023-11-8,0.0,-0.45516625357113755
69,HST,TGT,2023-11-7,1.0,2023-11-8,0.0,-6.384880196568728
70,AXON,WFC,2023-11-7,0.0,2023-11-8,1.0,-0.18869849864111068
71,HIG,TFX,2023-11-7,-1.0,2023-11-8,0.0,-2.6590478207634076
72,GS,MCK,2023-11-7,1.0,2023-11-8,0.0,-1.4468252635582393
73,AXON,JPM,2023-11-7,0.0,2023-11-8,1.0,-0.6694496777430922
74,AXON,SYF,2023-11-7,0.0,2023-11-8,1.0,-0.13580101711906195
75,CNC,MKC,2023-11-7,1.0,2023-11-8,0.0,-0.9107443364721848
76,AMP,FTV,2023-11-7,1.0,2023-11-8,0.0,-0.2092656045858708
77,COF,RL,2023-11-7,0.0,2023-11-8,-1.0,-1.1324663780019024
78,AXON,HST,2023-11-7,0.0,2023-11-8,1.0,-0.07510366888435595
79,CCL,HWM,2023-11-7,0.0,2023-11-8,1.0,-3.443072577929421
80,NDAQ,SPGI,2023-11-7,-1.0,2023-11-8,0.0,-7.199932521223845
81,EPAM,ORCL,2023-11-7,1.0,2023-11-8,0.0,-0.4559751227638621
82,DVN,MKTX,2023-11-7,0.0,2023-11-8,-1.0,-4.602769130669766
83,HST,WST,2023-11-7,0.0,2023-11-8,-1.0,-21.037547179525482
84,CNC,HSY,2023-11-7,1.0,2023-11-8,0.0,-2.6794381111907577
85,GS,RCL,2023-11-7,0.0,2023-11-8,-1.0,-0.2817650997163331
86,AXON,MAS,2023-11-7,0.0,2023-11-8,1.0,-0.2487844465979115
87,GS,VRSN,2023-11-7,1.0,2023-11-8,0.0,-0.6492170680793892
88,AXON,NSC,2023-11-7,0.0,2023-11-8,1.0,-0.907630348531666
89,AZO,CFG,2023-11-7,-1.0,2023-11-8,0.0,-0.009745336743580073
90,CMA,ROK,2023-11-7,1.0,2023-11-8,0.0,-6.458507493839485
91,L,MKTX,2023-11-7,0.0,2023-11-8,-1.0,-3.360795836498227
92,ANSS,EFX,2023-11-7,-1.0,2023-11-8,0.0,-0.6224687976042902
93,AXON,STZ,2023-11-7,0.0,2023-11-8,1.0,-1.1163528672064493
94,GL,ZBH,2023-11-7,-1.0,2023-11-8,0.0,-0.9274955749299638
95,CVS,RCL,2023-11-7,0.0,2023-11-8,-1.0,-1.2554525210653151
96,FITB,V,2023-11-7,1.0,2023-11-8,0.0,-9.40201201382458
97,AXON,VMC,2023-11-7,0.0,2023-11-8,1.0,-0.9619549103899646
98,AXON,DRI,2023-11-7,0.0,2023-11-8,1.0,-0.6792393368931204
99,CVS,ORCL,2023-11-7,0.0,2023-11-8,-1.0,-1.522127666497936
100,MTB,UAL,2023-11-7,0.0,2023-11-8,-1.0,-0.3119400004665452
101,USB,VRSN,2023-11-7,1.0,2023-11-8,0.0,-6.025211850111537
102,HBAN,MOS,2023-11-7,1.0,2023-11-8,0.0,-3.137076431770148
103,AXON,RCL,2023-11-7,-1.0,2023-11-8,0.0,-0.4144708285624418
104,RHI,USB,2023-11-7,-1.0,2023-11-8,0.0,-0.43549187549977386
105,HST,VTRS,2023-11-7,1.0,2023-11-8,0.0,-0.5413808286638556
106,DUK,HSY,2023-11-7,0.0,2023-11-8,-1.0,-2.115888064812086
107,HBAN,TER,2023-11-7,1.0,2023-11-8,0.0,-8.413580400371258
108,GILD,K,2023-11-7,0.0,2023-11-8,-1.0,-0.6411558230759442
109,HBAN,PPG,2023-11-7,1.0,2023-11-8,0.0,-11.807741009102427
110,ACN,MKTX,2023-11-7,1.0,2023-11-8,0.0,-0.721153456060688
111,PNC,UAL,2023-11-7,0.0,2023-11-8,-1.0,-0.31387431422579526
112,FITB,UAL,2023-11-7,0.0,2023-11-8,-1.0,-1.459287995277332
113,GILD,HCA,2023-11-7,0.0,2023-11-8,-1.0,-2.929910349730491
114,MTB,ROK,2023-11-7,1.0,2023-11-8,0.0,-2.2530035968039117
115,CNP,HSY,2023-11-7,0.0,2023-11-8,-1.0,-6.706770281315225
116,BAC,EXR,2023-11-7,0.0,2023-11-8,-1.0,-3.9253880028731047
117,AXON,TEL,2023-11-7,0.0,2023-11-8,1.0,-0.573205596219907
118,BEN,FSLR,2023-11-7,0.0,2023-11-8,1.0,-6.187261642686121
119,NWS,PARA,2023-11-7,-1.0,2023-11-8,0.0,-0.49566627103098143
