,first_stock,second_stock,from_date,from_signal,To_date,To_signal,Hedge Ratio
0,HON,TSLA,2024-3-25,0.0,2024-3-26,0.0,-0.8836596859384708
1,GOOG,GOOGL,2024-3-25,0.0,2024-3-26,0.0,-0.985927307470714
2,GOOG,GOOGL,2024-3-25,0.0,2024-3-26,0.0,-0.985927307470714
3,CTAS,VRTX,2024-3-25,0.0,2024-3-26,-1.0,-0.6604416137905708
4,GFS,PEP,2024-3-25,0.0,2024-3-26,-1.0,-3.1487731384842563
5,MCHP,MNST,2024-3-25,0.0,2024-3-26,0.0,-0.6686331829560852
6,NFLX,VRTX,2024-3-25,0.0,2024-3-26,-1.0,-0.6800862825748564
7,ADI,MDLZ,2024-3-25,0.0,2024-3-26,0.0,-0.37032873703180724
8,NXPI,WDAY,2024-3-25,0.0,2024-3-26,0.0,-1.1399640346286746
9,NXPI,WDAY,2024-3-25,0.0,2024-3-26,0.0,-1.139964033739295
10,MNST,NFLX,2024-3-25,0.0,2024-3-26,0.0,-10.173382863531549
11,AMAT,LIN,2024-3-25,0.0,2024-3-26,0.0,-2.2590135740098356
12,GOOG,TTWO,2024-3-25,0.0,2024-3-26,0.0,-1.0121837272437304
13,GOOG,TTWO,2024-3-25,0.0,2024-3-26,0.0,-1.0121837272437304
14,TTD,VRSK,2024-3-25,0.0,2024-3-26,0.0,-2.8480106336635096
15,GOOGL,TTWO,2024-3-25,0.0,2024-3-26,0.0,-1.0196080902764062
16,GOOGL,TTWO,2024-3-25,0.0,2024-3-26,0.0,-1.0196080902764062
17,ADI,CCEP,2024-3-25,0.0,2024-3-26,0.0,-0.36536183367523917
18,ADSK,KLAC,2024-3-25,0.0,2024-3-26,0.0,-2.660349545384189
19,ADSK,KLAC,2024-3-25,0.0,2024-3-26,0.0,-2.6603495448806846
20,GFS,SBUX,2024-3-25,0.0,2024-3-26,0.0,-1.7165421624052983
21,MRNA,TTWO,2024-3-25,0.0,2024-3-26,0.0,-1.4267588686341703
22,GFS,ZS,2024-3-25,1.0,2024-3-26,0.0,-3.8310850788123436
23,GFS,ZS,2024-3-25,1.0,2024-3-26,0.0,-3.8310850788123436
24,FANG,REGN,2024-3-25,1.0,2024-3-26,0.0,-5.138617469152709
25,AMAT,MAR,2024-3-25,0.0,2024-3-26,0.0,-1.2250786075974527
26,ADSK,FAST,2024-3-25,0.0,2024-3-26,0.0,-0.29023314637227304
27,FAST,MAR,2024-3-25,0.0,2024-3-26,0.0,-3.275552201100084
28,IDXX,MDLZ,2024-3-25,0.0,2024-3-26,0.0,-0.1322249284124317
29,AVGO,LRCX,2024-3-25,0.0,2024-3-26,0.0,-0.7273880205530571
30,AVGO,LRCX,2024-3-25,0.0,2024-3-26,0.0,-0.727388020635209
31,SNPS,VRTX,2024-3-25,0.0,2024-3-26,0.0,-0.7210444070125088
32,DASH,FAST,2024-3-25,0.0,2024-3-26,0.0,-0.5693464988905094
33,CEG,FANG,2024-3-25,0.0,2024-3-26,0.0,-1.091379442439225
34,EXC,TMUS,2024-3-25,1.0,2024-3-26,0.0,-4.378392887575531
35,GFS,INTC,2024-3-25,0.0,2024-3-26,0.0,-0.8033591392329767
36,GFS,INTC,2024-3-25,0.0,2024-3-26,0.0,-0.8033591389157789
37,VRTX,WDAY,2024-3-25,0.0,2024-3-26,0.0,-0.664259691763953
38,ADSK,REGN,2024-3-25,0.0,2024-3-26,0.0,-3.714773586372569
39,BKNG,WDAY,2024-3-25,0.0,2024-3-26,0.0,-0.07798397374426178
40,MAR,WDAY,2024-3-25,0.0,2024-3-26,0.0,-1.104961438715896
41,ADSK,TMUS,2024-3-25,0.0,2024-3-26,0.0,-0.6242667515407797
42,CCEP,ISRG,2024-3-25,0.0,2024-3-26,0.0,-5.421936958717629
43,GFS,TEAM,2024-3-25,0.0,2024-3-26,0.0,-3.7434465188099537
44,GFS,TEAM,2024-3-25,0.0,2024-3-26,0.0,-3.7434465188099537
45,ADSK,FANG,2024-3-25,0.0,2024-3-26,0.0,-0.7189699804699063
46,CTAS,KLAC,2024-3-25,0.0,2024-3-26,1.0,-1.095261455970663
47,AMAT,NXPI,2024-3-25,0.0,2024-3-26,0.0,-1.187326646437615
48,AMAT,NXPI,2024-3-25,0.0,2024-3-26,0.0,-1.1873266468872343
49,DDOG,MRVL,2024-3-25,0.0,2024-3-26,0.0,-0.5521666290668459
50,DDOG,MRVL,2024-3-25,0.0,2024-3-26,0.0,-0.5521666290783152
51,ILMN,SNPS,2024-3-25,0.0,2024-3-26,0.0,-4.262540152956113
52,AMAT,NVDA,2024-3-25,0.0,2024-3-26,0.0,-4.302962470439139
53,AMAT,NVDA,2024-3-25,0.0,2024-3-26,0.0,-4.302962469539978
54,FANG,XEL,2024-3-25,0.0,2024-3-26,0.0,-0.27924475095135265
55,ABNB,KLAC,2024-3-25,0.0,2024-3-26,0.0,-4.232379746425628
56,ROP,WDAY,2024-3-25,0.0,2024-3-26,0.0,-0.5033157189421518
57,ROP,WDAY,2024-3-25,0.0,2024-3-26,0.0,-0.5033157189421518
58,PYPL,TTWO,2024-3-25,0.0,2024-3-26,0.0,-2.338473260971925
59,TTD,WBA,2024-3-25,0.0,2024-3-26,0.0,-0.2487611760309622
60,GFS,SIRI,2024-3-25,0.0,2024-3-26,0.0,-0.07685795375919187
61,AVGO,WDAY,2024-3-25,0.0,2024-3-26,0.0,-0.21337400242008578
62,AVGO,WDAY,2024-3-25,0.0,2024-3-26,0.0,-0.21337400248590696
63,KDP,NVDA,2024-3-25,0.0,2024-3-26,1.0,-28.917362505056616
64,GFS,HON,2024-3-25,0.0,2024-3-26,-1.0,-3.722248331486408
65,EXC,WBD,2024-3-25,0.0,2024-3-26,0.0,-0.22465479369045993
66,LULU,PANW,2024-3-25,0.0,2024-3-26,0.0,-0.6549379283791013
67,MCHP,MDLZ,2024-3-25,0.0,2024-3-26,0.0,-0.8110296697049733
68,PANW,VRTX,2024-3-25,0.0,2024-3-26,0.0,-1.4196418527450942
