Date,x,y,hr,spread,zScore,numUnits,cum rets
2023-01-03 00:00:00-05:00,55.958282470703125,82.28224182128906,-1.406283576537911,3.58902821146998,1.4627497052459124,0.0,1.0
2023-01-04 00:00:00-05:00,60.44493865966797,84.13665771484375,-1.4041593995102468,-0.7376710569493241,-1.3678871384714584,0.0,1.0
2023-01-05 00:00:00-05:00,58.95604705810547,82.04296112060547,-1.4007759935176627,-0.541254271086288,-0.9372597097566403,0.0,1.0
2023-01-06 00:00:00-05:00,58.90608596801758,82.27227783203125,-1.39775280551028,-0.06386909139504837,-0.5201230377926542,0.0,1.0
2023-01-09 00:00:00-05:00,58.05671691894531,83.68801879882812,-1.398394031011152,2.5018523992708452,0.7350586638308511,0.0,1.0
2023-01-10 00:00:00-05:00,59.955299377441406,86.28021240234375,-1.399897827344718,2.3489190660613986,0.7215532504916911,0.0,1.0
2023-01-11 00:00:00-05:00,64.94158172607422,86.35997772216797,-1.3930491295299157,-4.1068361716356065,-1.7326106233071243,0.0,1.0
2023-01-12 00:00:00-05:00,65.60108947753906,81.92333221435547,-1.3781654237474399,-8.485821063750876,-1.8590066095491942,0.0,1.0
2023-01-13 00:00:00-05:00,65.39125061035156,80.60728454589844,-1.361316945570118,-8.41093300199546,-1.2848892429601875,0.0,1.0
2023-01-17 00:00:00-05:00,63.28282165527344,80.60728454589844,-1.3488012581406017,-4.7486649214216925,-0.37507095869076085,0.0,1.0
2023-01-18 00:00:00-05:00,62.03375244140625,79.7498779296875,-1.3393804522107413,-3.3369174676123805,0.027975931315663137,0.0,1.0
2023-01-19 00:00:00-05:00,63.892364501953125,80.54747772216797,-1.3295386961230176,-4.399893269975365,0.013366031065334981,0.0,1.0
2023-01-20 00:00:00-05:00,66.72025299072266,81.2154541015625,-1.3168543017331669,-6.64539806199582,-0.4321741187109813,0.0,1.0
2023-01-23 00:00:00-05:00,69.46820068359375,82.04296112060547,-1.3013868383567355,-8.362040933347814,-0.928935329175919,0.0,1.0
2023-01-24 00:00:00-05:00,69.54814147949219,79.90939331054688,-1.2840915067300278,-9.396784472127393,-1.2471787580689937,0.0,1.0
2023-01-25 00:00:00-05:00,68.6588134765625,79.5903549194336,-1.2687631354208548,-7.5214165413654825,-0.5242966383979121,0.0,1.0
2023-01-26 00:00:00-05:00,69.1684341430664,80.07887268066406,-1.2550225054834496,-6.729068837934122,-0.04770156529762321,0.0,1.0
2023-01-27 00:00:00-05:00,70.02779388427734,80.94627380371094,-1.2425856800263466,-6.069260080728668,0.5864039430135807,0.0,1.0
2023-01-30 00:00:00-05:00,71.44673156738281,78.44380187988281,-1.2268547588749221,-9.210960749619915,-1.146831512164564,0.0,1.0
