Date,y,x,hr,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,spread pct ch,port rets,cum rets,X_sell_price,Y_Buy_price,X_Buy_price,Y_sell_price
2022-07-21 00:00:00,685.8599853515625,199.10000610351562,-3.607379233757604,-32.36924210727193,-1.995,False,False,1.0,False,False,0.0,1.0,-0.0070316931585079736,-0.0070316931585079736,0.9929683068414921,199.10000610351562,685.8599853515625,,
2022-07-22 00:00:00,688.2000122070312,195.9499969482422,-3.5953870113203923,-16.316061688949162,-1.555,False,False,1.0,False,False,0.0,1.0,0.01152652760925704,0.01152652760925704,1.0044948344507492,195.9499969482422,688.2000122070312,,
2022-07-25 00:00:00,685.2000122070312,195.7100067138672,-3.583986006708137,-16.221913228224253,-1.587,False,False,1.0,False,False,0.0,1.0,6.789771470440803e-05,6.789771470440803e-05,1.0045627321654536,195.7100067138672,685.2000122070312,,
2022-07-26 00:00:00,675.3499755859375,193.07000732421875,-3.5735593717243685,-14.597158486416902,-1.535,False,False,1.0,False,False,0.0,1.0,0.001190037487308529,0.001190037487308529,1.005752769652762,193.07000732421875,675.3499755859375,,
2022-07-27 00:00:00,689.4000244140625,203.41000366210938,-3.5531851141070683,-33.353372658608805,-2.131,False,False,1.0,False,False,0.0,1.0,-0.013281994637979995,-0.013281994637979995,0.992470775014782,203.41000366210938,689.4000244140625,,
2022-07-28 00:00:00,707.010009765625,212.16000366210938,-3.5281357614518964,-41.51928630442842,-2.258,False,False,1.0,False,False,0.0,1.0,-0.0056102323125731485,-0.0056102323125731485,0.9868605427022089,212.16000366210938,707.010009765625,,
2022-07-29 00:00:00,703.5900268554688,216.32000732421875,-3.4971652983874613,-52.916796105710546,-2.358,False,False,1.0,False,False,0.0,1.0,-0.007805995747962453,-0.007805995747962453,0.9790545469542464,216.32000732421875,703.5900268554688,,
2022-08-01 00:00:00,708.989990234375,218.13999938964844,-3.468981805922899,-47.733698792347695,-1.997,False,False,1.0,False,False,0.0,1.0,0.003536227700334882,0.003536227700334882,0.9825907746545813,218.13999938964844,708.989990234375,,
2022-08-02 00:00:00,708.469970703125,216.17999267578125,-3.446938345250654,-36.689135527031,-1.556,False,False,1.0,False,False,0.0,1.0,0.007597924010035212,0.007597924010035212,0.9901886986646165,216.17999267578125,708.469970703125,,
2022-08-03 00:00:00,705.3699951171875,218.44000244140625,-3.4225770232236394,-42.257738191685235,-1.591,False,False,1.0,False,False,0.0,1.0,-0.0038324923402917824,-0.0038324923402917824,0.9863562063243247,218.44000244140625,705.3699951171875,,
2022-08-04 00:00:00,706.9199829101562,221.94000244140625,-3.396064668924237,-46.80261800206233,-1.591,False,False,1.0,False,False,0.0,1.0,-0.003111561897972015,-0.003111561897972015,0.9832446444263527,221.94000244140625,706.9199829101562,,
2022-08-05 00:00:00,709.010009765625,221.6999969482422,-3.373653774273252,-38.92902169518072,-1.299,False,False,1.0,False,False,0.0,1.0,0.0054041672591745365,0.0054041672591745365,0.9886488116855272,221.6999969482422,709.010009765625,,
2022-08-08 00:00:00,712.27001953125,220.69000244140625,-3.3567634647144238,-28.53411769179945,-0.968,False,False,1.0,False,False,0.0,1.0,0.007153732626144934,0.007153732626144934,0.9958025443116721,220.69000244140625,712.27001953125,,
2022-08-09 00:00:00,717.02001953125,218.13999938964844,-3.3477302980316423,-13.253865638080015,-0.526,False,False,1.0,False,False,0.0,1.0,0.01055780861378025,0.01055780861378025,1.0063603529254523,218.13999938964844,717.02001953125,,
2022-08-10 00:00:00,719.8300170898438,226.32000732421875,-3.329171415400512,-33.628082027179744,-1.008,False,False,1.0,False,False,0.0,1.0,-0.013829078077107726,-0.013829078077107726,0.9925312748483447,226.32000732421875,719.8300170898438,,
2022-08-11 00:00:00,719.4099731445312,227.25999450683594,-3.31068731372536,-32.97680758654553,-0.938,False,False,1.0,False,False,0.0,1.0,0.0004425029739461259,0.0004425029739461259,0.9929737778222908,227.25999450683594,719.4099731445312,,
