Date,x,y,hr,Open,High,Low,Close,zScore,numUnits,cum rets
2021-08-30 00:00:00-04:00,66.23341369628906,206.319091796875,-2.978796430629583,9.02323548995659,9.02323548995659,9.02323548995659,9.02323548995659,1.2962424099941887,0.0,1.0
2021-08-31 00:00:00-04:00,66.45521545410156,207.95396423339844,-2.9891064415211352,9.31225164686856,9.31225164686856,9.31225164686856,9.31225164686856,1.1650547985335145,0.0,1.0
2021-09-01 00:00:00-04:00,65.9007339477539,205.28797912597656,-2.9976642705312093,7.739703569011539,7.739703569011539,7.739703569011539,7.739703569011539,0.459176781617028,0.0,1.0
2021-09-02 00:00:00-04:00,66.0763168334961,205.66885375976562,-3.004943345992696,7.1132651632463535,7.1132651632463535,7.1132651632463535,7.1132651632463535,0.2779772465498209,0.0,1.0
2021-09-03 00:00:00-04:00,65.77134704589844,203.03079223632812,-3.009406236641023,5.098090244120243,5.098090244120243,5.098090244120243,5.098090244120243,-0.6047706187100649,0.0,1.0
2021-09-07 00:00:00-04:00,65.4478988647461,199.75173950195312,-3.0102930225272604,2.734386210338158,2.734386210338158,2.734386210338158,2.734386210338158,-1.4545802333602302,0.0,1.0
2021-09-08 00:00:00-04:00,64.72705841064453,201.66529846191406,-3.0148042347972126,6.525888659536406,6.525888659536406,6.525888659536406,6.525888659536406,0.006703301490008176,0.0,1.0
2021-09-09 00:00:00-04:00,65.11521911621094,201.76747131347656,-3.018648112989849,5.207538001405879,5.207538001405879,5.207538001405879,5.207538001405879,-0.668457449114164,0.0,1.0
2021-09-10 00:00:00-04:00,64.29271697998047,201.20082092285156,-3.0241619823535792,6.7692304897761915,6.7692304897761915,6.7692304897761915,6.7692304897761915,0.07547125111838136,0.0,1.0
2021-09-13 00:00:00-04:00,65.17066192626953,201.32159423828125,-3.0268845740974313,4.057522969937224,4.057522969937224,4.057522969937224,4.057522969937224,-1.003023123525335,0.0,1.0
2021-09-14 00:00:00-04:00,63.562644958496094,198.7356414794922,-3.0312560434242446,6.060989813021308,6.060989813021308,6.060989813021308,6.060989813021308,0.22665395275970013,0.0,1.0
2021-09-15 00:00:00-04:00,65.10596466064453,200.81747436523438,-3.0328642954100755,3.359918727735419,3.359918727735419,3.359918727735419,3.359918727735419,-1.1906351691644816,0.0,1.0
2021-09-16 00:00:00-04:00,64.69010925292969,200.7427978515625,-3.0350021490154258,4.408177248878218,4.408177248878218,4.408177248878218,4.408177248878218,-0.36152942337440963,0.0,1.0
2021-09-17 00:00:00-04:00,64.65313720703125,199.32379150390625,-3.0356849434019306,3.057236340822328,3.057236340822328,3.057236340822328,3.057236340822328,-1.0692633962645657,0.0,1.0
2021-09-20 00:00:00-04:00,62.194923400878906,191.87399291992188,-3.0359907027799005,3.0507837147454495,3.0507837147454495,3.0507837147454495,3.0507837147454495,-1.1320480792495335,0.0,1.0
2021-09-21 00:00:00-04:00,61.86222457885742,190.07223510742188,-3.03532072088837,2.3005430029661227,2.3005430029661227,2.3005430029661227,2.3005430029661227,-1.2991526624180527,0.0,1.0
