Date,y,x,hr,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,spread pct ch,port rets,cum rets
2023-05-23 00:00:00-04:00,236.5198516845703,25.513757705688477,-9.080560023064947,4.840643424130292,0.272,False,False,0.0,False,False,-1.0,-1.0,-0.014957342451623066,0.014957342451623066,1.0149573424516232
2023-05-24 00:00:00-04:00,232.3530731201172,25.95534324645996,-9.050241077766163,-2.549040516515305,-0.996,False,False,0.0,False,True,0.0,0.0,-0.015815092373693912,0.015815092373693912,1.0307724348253169
2023-05-25 00:00:00-04:00,232.4328155517578,25.837587356567383,-9.016440515929474,-0.5302539238634552,-0.541,False,False,0.0,False,False,0.0,0.0,0.004337783503464121,0.0,1.0307724348253169
2023-05-26 00:00:00-04:00,231.61541748046875,25.808147430419922,-8.981646937023399,-0.18425083821063026,-0.495,False,False,0.0,False,False,0.0,0.0,0.0007466375097740957,0.0,1.0307724348253169
2023-05-30 00:00:00-04:00,231.32632446289062,25.248807907104492,-8.956064336785102,5.196376419734378,1.108,False,True,0.0,False,False,0.0,0.0,0.011762058105507527,0.0,1.0307724348253169
2023-05-31 00:00:00-04:00,234.00782775878906,24.620777130126953,-8.950247045029815,13.645790003532653,1.608,False,False,0.0,True,False,-1.0,-1.0,0.018595893401159296,0.0,1.0307724348253169
2023-06-01 00:00:00-04:00,233.0309295654297,24.80722427368164,-8.950404606765261,10.996235145210534,0.806,False,False,0.0,False,False,-1.0,-1.0,-0.005822357740662206,0.005822357740662206,1.036594792565979
2023-06-02 00:00:00-04:00,235.72239685058594,25.072172164916992,-8.954163047844686,11.222079322286106,0.543,False,False,0.0,False,False,-1.0,-1.0,0.000490728010633657,-0.000490728010633657,1.0361040645553454
2023-06-05 00:00:00-04:00,239.90911865234375,24.67965316772461,-8.972287364381252,18.476178378256492,1.366,False,False,0.0,False,False,-1.0,-1.0,0.015723905756286523,-0.015723905756286523,1.020380158799059
2023-06-06 00:00:00-04:00,235.2339324951172,24.69927978515625,-8.989134688696106,13.20877979255863,-0.1,False,False,0.0,False,False,-1.0,-1.0,-0.011519505584937115,0.011519505584937115,1.0318996643839962
2023-06-07 00:00:00-04:00,239.3309326171875,24.6109619140625,-9.01262177747772,17.521641305833043,0.921,False,True,0.0,False,False,-1.0,-1.0,0.009352603155136455,-0.009352603155136455,1.0225470612288596
2023-06-08 00:00:00-04:00,237.80577087402344,24.64040184020996,-9.035681684458487,15.162943268741117,0.015,False,False,0.0,False,False,-1.0,-1.0,-0.005122608788216205,0.005122608788216205,1.0276696700170758
2023-06-09 00:00:00-04:00,236.31051635742188,24.630590438842773,-9.055292788411634,13.27330838224836,-0.935,False,False,0.0,False,True,0.0,0.0,-0.004113735164875985,0.004113735164875985,1.0317834051819519
2023-06-12 00:00:00-04:00,234.69564819335938,24.552085876464844,-9.070845613860351,11.987467709705555,-1.038,False,False,0.0,False,False,0.0,0.0,-0.002811171642926442,-0.0,1.0317834051819519
2023-06-13 00:00:00-04:00,238.30419921875,24.6600284576416,-9.087935435694556,14.195452753312736,-0.111,False,False,0.0,False,False,0.0,0.0,0.004774920477929615,0.0,1.0317834051819519
2023-06-14 00:00:00-04:00,243.7569122314453,24.866100311279297,-9.110952207618332,17.203060705536302,1.439,False,True,0.0,False,False,0.0,0.0,0.0063949375264038604,0.0,1.0317834051819519
2023-06-15 00:00:00-04:00,248.01341247558594,25.2684326171875,-9.13708340858596,17.133636048109707,1.017,False,False,0.0,False,False,0.0,0.0,-0.00014496898063139424,-0.0,1.0317834051819519
2023-06-16 00:00:00-04:00,251.6020050048828,25.759082794189453,-9.162287839680998,15.589873958344782,0.168,False,False,0.0,False,False,0.0,0.0,-0.003165950237345313,-0.0,1.0317834051819519
2023-06-20 00:00:00-04:00,252.18019104003906,25.572635650634766,-9.189600197475567,17.177893414995083,0.684,False,True,0.0,False,False,0.0,0.0,0.00325959880249718,0.0,1.0317834051819519
2023-06-21 00:00:00-04:00,244.11575317382812,25.710018157958984,-9.201758700251977,7.538369905192724,-1.765,True,False,1.0,False,True,0.0,1.0,-0.02005338287362079,-0.0,1.0317834051819519
2023-06-22 00:00:00-04:00,242.66036987304688,26.0534725189209,-9.198075749004875,3.018556119395612,-1.406,False,False,1.0,False,False,0.0,1.0,-0.00937133178997889,-0.00937133178997889,1.022412073391973
2023-06-23 00:00:00-04:00,236.54977416992188,25.98478126525879,-9.177506405789487,-1.9257223450292997,-1.254,False,False,1.0,False,False,0.0,1.0,-0.01040845354879003,-0.01040845354879003,1.012003619843183
2023-06-26 00:00:00-04:00,238.772705078125,25.660951614379883,-9.157484527281955,3.782937714110318,-0.299,False,False,1.0,False,False,0.0,1.0,0.012049624846207743,0.012049624846207743,1.0240532446893906
2023-06-27 00:00:00-04:00,235.8719024658203,25.40581512451172,-9.137674966012309,3.721821611432688,0.146,False,False,1.0,False,False,0.0,1.0,-0.00013058382908440465,-0.00013058382908440465,1.0239226608603063
2023-06-28 00:00:00-04:00,234.19723510742188,25.31749725341797,-9.11738802498405,3.367788826542295,0.401,False,True,0.0,False,False,0.0,0.0,-0.0007613171438538862,-0.0007613171438538862,1.0231613437164524
2023-06-29 00:00:00-04:00,234.2071990966797,25.503944396972656,-9.094957654783862,2.249904776251242,0.004,False,False,0.0,False,False,0.0,0.0,-0.002398046325014309,-0.0,1.0231613437164524
2023-06-30 00:00:00-04:00,241.26480102539062,25.9259033203125,-9.077526160868269,5.921735391112406,1.586,False,True,0.0,True,False,-1.0,-1.0,0.00770409150103917,0.0,1.0231613437164524
